,Rank,UGDS,INSTNM,GRAD_DEBT_MDN,GRAD_DEBT_MDN10YR,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P10,NPT4_PUB,NPT4_PRIV,OVERALL_YR6_N,UG,10%_cut,20%_cut,50%_cut,calculation,debt,earning_average,net_tuition,graduation_rate
149,415,1466.0,Lake Forest College,27000,280.214323259926,41100,42700,50900,55600,0.0,24923.0,335,0.0,6,3,1,-0.21956977682378526,27000,190300,24923.0,0.22851296043656208
625,346,2099.0,Saint Norbert College,26975,279.954865553204,39300,39500,46300,51300,0.0,24928.0,534,0.0,5,2,1,-0.21976267942225147,26975,176400,24928.0,0.25440686040971894
547,154,1675.0,The University of the South,19941,206.953845189859,38200,35700,45300,51700,0.0,29119.0,182,0.0,2,1,0,-0.22049796375077516,19941,170900,29119.0,0.10865671641791044
68,236,1266.0,Westmont College,23000,238.701090184382,38600,41400,48000,58000,0.0,30719.0,278,0.0,3,1,0,-0.2206430899135888,23000,186000,30719.0,0.21958925750394945
59,142,5760.0,University of San Diego,23782,246.816927250651,54800,57000,65900,71100,0.0,32576.0,935,0.0,2,1,0,-0.22088873200906667,23782,248800,32576.0,0.1623263888888889
499,291,2633.0,Messiah College,25000,259.457706722154,38200,39100,42000,50500,0.0,26919.0,624,0.0,4,2,0,-0.2210158042046456,25000,169800,26919.0,0.2369920243068743
510,453,2310.0,Susquehanna University,27000,280.214323259926,40200,47000,47900,60900,0.0,25521.0,513,0.0,6,3,1,-0.22162017119710065,27000,196000,25521.0,0.22207792207792207
15,339,1192.0,Hendrix College,27000,280.214323259926,35100,35000,41300,44500,0.0,21215.0,244,0.0,5,2,1,-0.22231951468132438,27000,155900,21215.0,0.20469798657718122
484,294,6008.0,Duquesne University,27000,280.214323259926,54500,57400,61100,68200,0.0,29622.0,1317,0.0,4,2,0,-0.22235228180884617,27000,241200,29622.0,0.21920772303595207
289,253,1782.0,College of Saint Benedict,26972,279.923730628397,42300,43900,48300,57000,0.0,26332.0,435,0.0,3,1,0,-0.22250105732744202,26972,191500,26332.0,0.2441077441077441
418,520,1563.0,Meredith College,26000,269.83601499104,34300,33800,37100,43500,0.0,24366.0,392,0.0,7,3,1,-0.22278574324035522,26000,148700,24366.0,0.2507997440818938
148,331,1318.0,Knox College,27000,280.214323259926,31200,33300,39500,43500,0.0,21359.0,292,0.0,5,2,1,-0.223034133994176,27000,147500,21359.0,0.22154779969650987
105,498,2666.0,Florida Southern College,25000,259.457706722154,37400,36200,40900,44400,0.0,26036.0,615,0.0,7,3,1,-0.2231660912855016,25000,158900,26036.0,0.23068267066766693
610,162,4674.0,Seattle University,23000,238.701090184382,48100,49700,56100,63200,0.0,34947.0,1116,0.0,2,1,0,-0.22350939727468302,23000,217100,34947.0,0.23876765083440307
439,153,2368.0,Denison University,25000,259.457706722154,41600,41100,50900,57600,0.0,25177.0,345,0.0,2,1,0,-0.22380695523104532,25000,191200,25177.0,0.14569256756756757
233,379,2014.0,Assumption College,27000,280.214323259926,47100,45700,52100,61300,0.0,29660.0,564,0.0,5,2,1,-0.22461621291658715,27000,206200,29660.0,0.2800397219463754
515,437,1336.0,Washington & Jefferson College,27000,280.214323259926,45400,43200,53700,60100,0.0,28287.0,344,0.0,6,3,1,-0.2246596415823437,27000,202400,28287.0,0.25748502994011974
528,587,893.0,Converse College,27000,280.214323259926,26900,29000,29500,34800,0.0,18841.0,191,0.0,9,4,1,-0.2247174128801136,27000,120200,18841.0,0.21388577827547592
621,193,1431.0,Lawrence University,25000,259.457706722154,32600,34100,39500,48700,0.0,24801.0,292,0.0,2,1,0,-0.22507767886225252,25000,154900,24801.0,0.20405310971348709
598,465,1981.0,Roanoke College,27000,280.214323259926,37800,39900,46000,52000,0.0,26256.0,521,0.0,7,3,1,-0.22540258028131607,27000,175700,26256.0,0.2629984856133266
465,398,2669.0,George Fox University,24250,251.673975520489,42200,41400,45600,51000,0.0,29119.0,588,0.0,6,3,1,-0.225498596829721,24250,180200,29119.0,0.22030723117272386
565,315,1430.0,Southwestern University,26319,273.146695328815,41500,44300,50700,63400,0.0,26393.0,277,0.0,4,2,0,-0.2256066366119196,26319,199900,26393.0,0.19370629370629372
234,107,4177.0,Bentley University,25000,259.457706722154,67000,65300,79200,95400,0.0,36919.0,688,0.0,1,0,0,-0.2258602986340816,25000,306900,36919.0,0.16471151544170456
204,307,987.0,Transylvania University,26660,276.685698448505,34400,35500,44700,50100,0.0,24588.0,231,0.0,4,2,0,-0.22603408853380302,26660,164700,24588.0,0.23404255319148937
368,292,6616.0,Hofstra University,23990,248.975615370579,42800,47500,51100,59900,0.0,32435.0,1572,0.0,4,2,0,-0.22654331403928735,23990,201300,32435.0,0.23760580411124546
620,595,2751.0,Carthage College,26691,277.00742600484,38900,41000,44600,50100,0.0,27764.0,775,0.0,9,4,1,-0.22678089878656427,26691,174600,27764.0,0.2817157397310069
593,585,45370.0,Liberty University,25837,268.144350743212,35800,33500,38600,41400,0.0,27883.0,13706,0.0,9,4,1,-0.22738175179828884,25837,149300,27883.0,0.3020938946440379
64,297,2781.0,Saint Mary's College of California,25000,259.457706722154,48600,56200,54100,63600,0.0,35622.0,825,0.0,4,2,0,-0.2274517121693207,25000,222500,35622.0,0.296655879180151
496,378,1684.0,Lebanon Valley College,27000,280.214323259926,42100,40300,47800,48500,0.0,27203.0,453,0.0,5,2,1,-0.2275738493936733,27000,178700,27203.0,0.2690023752969121
451,462,1554.0,Ohio Wesleyan University,27000,280.214323259926,33900,37800,44300,51600,0.0,25390.0,388,0.0,7,3,1,-0.2280168602798967,27000,167600,25390.0,0.24967824967824967
533,171,1659.0,Wofford College,26000,269.83601499104,43100,42800,54000,59800,0.0,25374.0,249,0.0,2,1,0,-0.2282892053729094,26000,199700,25374.0,0.15009041591320071
483,226,15557.0,Drexel University,26000,269.83601499104,54400,59100,67400,78000,0.0,33631.0,3281,0.0,3,1,0,-0.22880538178649842,26000,258900,33631.0,0.21090184482869448
456,250,2001.0,The College of Wooster,25800,267.760353337263,34300,39600,45700,53000,0.0,24806.0,364,0.0,3,1,0,-0.2288719760607279,25800,172600,24806.0,0.18190904547726136
387,157,1369.0,Sarah Lawrence College,17000,176.431240571064,31400,36500,39800,48000,0.0,37322.0,243,0.0,2,1,0,-0.22981752379603493,17000,155700,37322.0,0.1775018261504748
513,296,1406.0,Ursinus College,27000,280.214323259926,42000,45200,50700,61800,0.0,29143.0,362,0.0,4,2,0,-0.23065282026173103,27000,199700,29143.0,0.2574679943100996
55,263,3130.0,Point Loma Nazarene University,22813,236.7603465381,43600,44100,52200,54400,0.0,32319.0,588,0.0,3,1,0,-0.23155852063092558,22813,194300,32319.0,0.1878594249201278
476,213,1623.0,Willamette University,24491,254.175147813291,36600,40500,46400,57900,0.0,29386.0,337,0.0,3,1,0,-0.23162341777129833,24491,181400,29386.0,0.20764017252002465
383,337,12886.0,Rochester Institute of Technology,27000,280.214323259926,50600,52900,58700,67800,0.0,30068.0,2756,0.0,5,2,1,-0.23163663847628327,27000,230000,30068.0,0.21387552382430544
529,127,2731.0,Furman University,23903,248.072702551186,41400,40300,50500,59700,0.0,27487.0,341,0.0,1,0,0,-0.2316894828516658,23903,191900,27487.0,0.12486268766019773
479,111,1353.0,Bryn Mawr College,24750,256.863129654932,41900,43000,51300,61000,0.0,29334.0,247,0.0,1,0,0,-0.23207129095291057,24750,197200,29334.0,0.18255728011825573
51,102,1910.0,Occidental College,23000,238.701090184382,40700,40800,52800,59400,0.0,31842.0,347,0.0,1,0,0,-0.2324328497226617,23000,193700,31842.0,0.18167539267015706
53,129,3619.0,Pepperdine University,25000,259.457706722154,54100,61700,72200,77600,0.0,34701.0,611,0.0,1,0,0,-0.23313637404846937,25000,265600,34701.0,0.16883116883116883
4,463,1265.0,Birmingham-Southern College,26000,269.83601499104,36700,35600,43500,53100,0.0,25494.0,245,0.0,7,3,1,-0.23323906233814296,26000,168900,25494.0,0.19367588932806323
472,484,1820.0,Pacific University,25000,259.457706722154,35800,37200,43700,51400,0.0,31450.0,527,0.0,7,3,1,-0.23336301799084141,25000,168100,31450.0,0.2895604395604396
181,436,1022.0,Cornell College,27000,280.214323259926,34500,35900,39400,45400,0.0,27204.0,298,0.0,6,3,1,-0.23352594599708848,27000,155200,27204.0,0.29158512720156554
220,410,1523.0,Goucher College,25639,266.089445705972,31800,38600,39300,55100,0.0,25537.0,287,0.0,6,3,1,-0.23366175019798802,25639,164800,25537.0,0.18844386080105055
197,209,1425.0,Centre College,27000,280.214323259926,38500,36400,50100,53800,0.0,23053.0,216,0.0,3,1,0,-0.23430246987026576,27000,178800,23053.0,0.15157894736842106
584,282,1655.0,Saint Michael's College,27000,280.214323259926,41400,41600,49800,57800,0.0,29490.0,442,0.0,4,2,0,-0.23462923699897023,27000,190600,29490.0,0.26706948640483386
48,124,6557.0,Loyola Marymount University,20500,212.755319512166,53000,52300,62700,71600,0.0,39898.0,1097,0.0,1,0,0,-0.23545514961910918,20500,239600,39898.0,0.16730211987189264
84,542,4750.0,University of Hartford,27000,280.214323259926,40300,39800,46800,51700,0.0,29592.0,1373,0.0,8,4,1,-0.2356078724554358,27000,178600,29592.0,0.2890526315789474
441,287,3013.0,John Carroll University,27000,280.214323259926,40500,43800,51400,61100,0.0,27855.0,648,0.0,4,2,0,-0.2356760418301096,27000,196800,27855.0,0.21506803849983405
19,293,4005.0,Biola University,24813,257.516963075872,38700,41700,43000,50700,0.0,31345.0,1022,0.0,4,2,0,-0.23679943073718723,24813,174100,31345.0,0.25518102372034956
386,158,2406.0,St Lawrence University,26000,269.83601499104,43400,40900,50000,60100,0.0,27494.0,405,0.0,2,1,0,-0.2378777330276117,26000,194400,27494.0,0.16832917705735662
382,113,6590.0,Rensselaer Polytechnic Institute,25500,264.646860856597,66700,67800,73400,86000,0.0,36159.0,911,0.0,1,0,0,-0.23910773360675833,25500,293900,36159.0,0.13823975720789075
173,110,2073.0,Rose-Hulman Institute of Technology,26000,269.83601499104,70800,67100,76100,88500,0.0,38433.0,390,0.0,1,0,0,-0.2391151469201242,26000,302500,38433.0,0.18813314037626627
114,439,3124.0,Stetson University,26000,269.83601499104,36500,37800,46200,51800,0.0,25978.0,543,0.0,6,3,1,-0.23916012165863054,26000,172300,25978.0,0.17381562099871958
219,452,2379.0,University of New England,25989,269.721853600082,41200,47900,46700,51000,0.0,33729.0,743,0.0,6,3,1,-0.23945554948826359,25989,186800,33729.0,0.3123160992013451
112,241,2571.0,Rollins College,26400,273.987338298595,40300,42200,46700,53100,0.0,27537.0,515,0.0,3,1,0,-0.23956616719310692,26400,182300,27537.0,0.20031116297160637
596,575,1478.0,Randolph-Macon College,27000,280.214323259926,36800,40600,42700,54800,0.0,26264.0,305,0.0,8,4,1,-0.24000037188464582,27000,174900,26264.0,0.20635994587280107
507,167,4814.0,Saint Joseph's University,25000,259.457706722154,49600,51100,58700,65900,0.0,33742.0,960,0.0,2,1,0,-0.24015181165099211,25000,225300,33742.0,0.19941836310760283
438,165,8508.0,University of Dayton,25000,259.457706722154,48300,46800,55800,61400,0.0,31187.0,1418,0.0,2,1,0,-0.2408521475665237,25000,212300,31187.0,0.16666666666666666
238,206,2252.0,Clark University,26000,269.83601499104,38300,39500,44600,54700,0.0,28455.0,467,0.0,3,1,0,-0.24187944102012482,26000,177100,28455.0,0.20737122557726465
228,234,474.0,St. John's College,27000,280.214323259926,31600,33000,39500,42000,0.0,23921.0,97,0.0,3,1,0,-0.24188981162125878,27000,146100,23921.0,0.20464135021097046
255,227,2527.0,Stonehill College,26000,269.83601499104,50800,52600,58600,66800,0.0,34380.0,590,0.0,3,1,0,-0.24208420530882144,26000,228800,34380.0,0.2334784329244163
91,126,7485.0,American University,23288,241.690042965821,46700,51500,56400,67700,0.0,34617.0,1172,0.0,1,0,0,-0.24220232744732206,23288,222300,34617.0,0.15657982631930528
259,264,1750.0,Wheaton College,25000,259.457706722154,38300,41000,46700,55500,0.0,29053.0,306,0.0,3,1,0,-0.24238795787685108,25000,181500,29053.0,0.17485714285714285
269,247,3046.0,Hope College,26920,279.384058598415,39200,37500,43500,50700,0.0,25814.0,578,0.0,3,1,0,-0.24297981849817205,26920,170900,25814.0,0.18975705843729482
81,128,1798.0,Connecticut College,23045,239.168114056481,44400,43800,53200,62900,0.0,32606.0,243,0.0,1,0,0,-0.24338341145908665,23045,204300,32606.0,0.13515016685205783
194,565,1596.0,Asbury University,23981,248.882210596159,29300,30300,34800,40700,0.0,27111.0,292,0.0,8,4,1,-0.2438179635089931,23981,135100,27111.0,0.18295739348370926
474,125,3757.0,University of Portland,25000,259.457706722154,54900,49500,57200,62500,0.0,33959.0,720,0.0,1,0,0,-0.24386836470853718,25000,224100,33959.0,0.19164226776683524
329,319,2016.0,Saint Anselm College,27000,280.214323259926,49900,48900,56300,63200,0.0,32023.0,463,0.0,4,2,0,-0.24409745086481632,27000,218300,32023.0,0.2296626984126984
115,433,8422.0,The University of Tampa,24250,251.673975520489,42300,42300,48000,55100,0.0,30579.0,1353,0.0,6,3,1,-0.24465612216022062,24250,187700,30579.0,0.16065067679886014
240,357,1593.0,Gordon College,26901,279.186870741307,36300,35500,44400,47700,0.0,26369.0,322,0.0,5,2,1,-0.24619263700606572,26901,163900,26369.0,0.20213433772755807
340,152,3420.0,Stevens Institute of Technology,26247,272.399457133455,67900,70600,76400,91900,0.0,37598.0,467,0.0,2,1,0,-0.24749668956370735,26247,306800,37598.0,0.13654970760233917
371,243,6072.0,Ithaca College,25000,259.457706722154,41200,44300,50100,57600,0.0,33164.0,1333,0.0,3,1,0,-0.24781339572121247,25000,193200,33164.0,0.219532279314888
271,503,1991.0,Lawrence Technological University,27000,280.214323259926,48100,45300,54200,60500,0.0,30001.0,380,0.0,7,3,1,-0.24782937055281654,27000,208100,30001.0,0.19085886489201406
554,202,14159.0,Baylor University,24250,251.673975520489,46600,44000,51200,58400,0.0,32601.0,2342,0.0,3,1,0,-0.2483014698213905,24250,200200,32601.0,0.1654071615227064
379,35,26339.0,New York University,21250,220.539050713831,55900,59300,68700,78600,0.0,42397.0,3973,0.0,0,0,0,-0.24839696712075027,21250,262500,42397.0,0.15084095827480162
606,170,5237.0,Gonzaga University,24700,256.344214241488,49400,48200,54800,63800,0.0,33545.0,855,0.0,2,1,0,-0.24999735469466938,24700,216200,33545.0,0.1632614092037426
96,526,2194.0,Lynn University,18000,186.809548839951,38600,38000,43200,46500,0.0,37274.0,240,0.0,8,4,1,-0.25005855750749256,18000,166300,37274.0,0.10938924339106655
572,148,9407.0,Texas Christian University,21000,217.944473646609,50300,47600,55300,62600,0.0,37513.0,1138,0.0,2,1,0,-0.25015353777846133,21000,215800,37513.0,0.12097374295737216
501,440,2061.0,Moravian College,27000,280.214323259926,42600,42400,48900,55100,0.0,29680.0,431,0.0,6,3,1,-0.25093911552347026,27000,189000,29680.0,0.20912178554099953
348,230,1795.0,Bard College,26000,269.83601499104,31000,29700,39000,43700,0.0,25885.0,325,0.0,3,1,0,-0.2510995570205115,26000,143400,25885.0,0.181058495821727
92,283,3294.0,The Catholic University of America,26000,269.83601499104,48400,49100,54700,60500,0.0,34972.0,797,0.0,4,2,0,-0.2511277871233576,26000,212700,34972.0,0.2419550698239223
597,550,587.0,Randolph College,27000,280.214323259926,33700,34100,35200,41500,0.0,23825.0,99,0.0,8,4,1,-0.2511535875928484,27000,144500,23825.0,0.1686541737649063
258,355,4254.0,Wentworth Institute of Technology,26000,269.83601499104,54200,49300,60000,67300,0.0,34369.0,819,0.0,5,2,1,-0.2512762153430145,26000,230800,34369.0,0.192524682651622
241,373,1175.0,Hampshire College,26000,269.83601499104,24900,26300,32700,39900,0.0,28173.0,311,0.0,5,2,1,-0.25231024808502234,26000,123800,28173.0,0.26468085106382977
150,248,11727.0,Loyola University Chicago,25000,259.457706722154,45200,46500,54200,63500,0.0,34024.0,2191,0.0,3,1,0,-0.2526754921562453,25000,209400,34024.0,0.18683380233648844
415,133,6196.0,Elon University,21500,223.133627781052,47100,43600,52800,58700,0.0,35160.0,641,0.0,1,0,0,-0.252792331219776,21500,202200,35160.0,0.10345384118786313
458,325,4955.0,Xavier University,26000,269.83601499104,44800,45000,50400,58200,0.0,31305.0,905,0.0,4,2,0,-0.2530595053723452,26000,198400,31305.0,0.18264379414732593
502,179,2285.0,Muhlenberg College,26798,278.117904989611,45400,49000,56100,65300,0.0,30684.0,365,0.0,2,1,0,-0.25376923438424986,26798,215800,30684.0,0.15973741794310722
538,318,6620.0,Belmont University,20640,214.20828266981,37100,39500,44700,51500,0.0,35861.0,944,0.0,4,2,0,-0.2538382604991637,20640,172800,35861.0,0.14259818731117824
162,216,4553.0,Butler University,26595,276.011108411027,55000,60400,64800,68900,0.0,35488.0,856,0.0,3,1,0,-0.2546442896591148,26595,249100,35488.0,0.18800790687458818
466,184,2011.0,Lewis & Clark College,21500,223.133627781052,35900,37900,47600,55000,0.0,35919.0,326,0.0,2,1,0,-0.2549849133859572,21500,176400,35919.0,0.16210840377921432
590,314,1072.0,Hampden-Sydney College,27000,280.214323259926,43900,41700,48600,59000,0.0,30321.0,209,0.0,4,2,0,-0.2558944016725371,27000,193200,30321.0,0.19496268656716417
243,77,2913.0,College of the Holy Cross,27000,280.214323259926,55500,58300,65800,88600,0.0,35692.0,448,0.0,1,0,0,-0.25841060389394144,27000,268200,35692.0,0.15379334019910745
377,189,5405.0,Marist College,25000,259.457706722154,48200,45400,55600,62600,0.0,36170.0,1097,0.0,2,1,0,-0.25913521458537014,25000,211800,36170.0,0.20296022201665126
364,141,9392.0,Fordham University,25815,267.916027961296,53600,51000,60200,67000,0.0,36301.0,1699,0.0,2,1,0,-0.2625903637635463,25815,231800,36301.0,0.1808986371379898
404,104,2180.0,Union College,26865,278.813251643627,51400,54600,61300,80200,0.0,35005.0,337,0.0,1,0,0,-0.2635107890267487,26865,247500,35005.0,0.15458715596330275
509,251,3624.0,University of Scranton,27000,280.214323259926,47400,50600,56000,62300,0.0,35313.0,819,0.0,3,1,0,-0.26390047569241687,27000,216300,35313.0,0.2259933774834437
98,430,1987.0,Eckerd College,26407,274.059986456477,36000,39100,44200,46700,0.0,32575.0,481,0.0,6,3,1,-0.2646361916688523,26407,166000,32575.0,0.2420734776044288
514,72,6819.0,Villanova University,26000,269.83601499104,64700,66300,75900,87600,0.0,40134.0,938,0.0,1,0,0,-0.264959777095491,26000,294500,40134.0,0.13755682651415163
402,156,14759.0,Syracuse University,27000,280.214323259926,48700,50600,57500,69200,0.0,34472.0,2686,0.0,2,1,0,-0.26554080606825775,27000,226000,34472.0,0.18199064977301985
367,190,2206.0,Hobart William Smith Colleges,27000,280.214323259926,46500,44800,54900,62700,0.0,32994.0,401,0.0,2,1,0,-0.2659885064236073,27000,208900,32994.0,0.18177697189483227
42,178,7026.0,Chapman University,21250,220.539050713831,46900,48000,52800,56600,0.0,40251.0,1027,0.0,2,1,0,-0.2665986896079772,21250,204300,40251.0,0.1461713635069741
519,203,3471.0,Bryant University,27000,280.214323259926,58900,53800,66800,77600,0.0,38050.0,664,0.0,3,1,0,-0.267338241117014,27000,257100,38050.0,0.19129933736675309
83,135,4103.0,Fairfield University,26000,269.83601499104,56500,61400,68600,80100,0.0,39676.0,702,0.0,2,1,0,-0.2678464984877616,26000,266600,39676.0,0.17109432122836948
608,173,2363.0,University of Puget Sound,25000,259.457706722154,40200,42300,50600,59100,0.0,36075.0,464,0.0,2,1,0,-0.26993679506088963,25000,192200,36075.0,0.196360558611934
542,642,743.0,Fisk University,27000,280.214323259926,26000,28000,34900,36300,0.0,29114.0,173,0.0,9,4,1,-0.2734022832039114,27000,125200,29114.0,0.23283983849259757
261,93,4571.0,Worcester Polytechnic Institute,27000,280.214323259926,66300,72100,75100,84600,0.0,41390.0,672,0.0,1,0,0,-0.2763558241156156,27000,298100,41390.0,0.14701378254211334
480,73,3583.0,Bucknell University,26798,278.117904989611,62400,59300,73700,82400,0.0,39294.0,462,0.0,1,0,0,-0.27772633248923473,26798,277800,39294.0,0.1289422271839241
249,380,3648.0,Merrimack College,27000,280.214323259926,47000,46200,57200,62200,0.0,33230.0,475,0.0,5,2,1,-0.2783394369471025,27000,212600,33230.0,0.13020833333333334
372,119,487.0,The Juilliard School,26750,277.619746192705,30900,30600,49200,47300,0.0,29511.0,72,0.0,1,0,0,-0.27845543771745457,26750,158000,29511.0,0.14784394250513347
520,172,4079.0,Providence College,27000,280.214323259926,51800,53000,60400,73400,0.0,38990.0,816,0.0,2,1,0,-0.27939073751000926,27000,238600,38990.0,0.2000490316253984
223,175,3860.0,Loyola University Maryland,27000,280.214323259926,52000,57600,64000,78300,0.0,39168.0,650,0.0,2,1,0,-0.28171217815042593,27000,251900,39168.0,0.16839378238341968
267,329,1861.0,Kettering University,28726,298.127283332024,66100,61300,75700,78500,0.0,38117.0,265,0.0,5,2,1,-0.2828640457642907,28726,281600,38117.0,0.14239656098871575
85,215,7371.0,Quinnipiac University,26899,279.166114124769,53800,54200,60900,67700,0.0,39307.0,1414,0.0,3,1,0,-0.28327699432714865,26899,236600,39307.0,0.19183285849952517
95,388,6166.0,Howard University,26000,269.83601499104,39500,44700,48400,54500,0.0,39792.0,1609,0.0,5,2,1,-0.28523104326700166,26000,187100,39792.0,0.2609471294193967
581,286,720.0,Bennington College,26846,278.616063786518,28500,27200,34800,38400,0.0,29386.0,122,0.0,4,2,0,-0.28756550989348206,26846,128900,29386.0,0.16944444444444445
524,376,4347.0,Roger Williams University,26798,278.117904989611,44100,42300,49500,56000,0.0,36142.0,827,0.0,5,2,1,-0.2876257413452147,26798,191900,36142.0,0.1902461467678859
86,370,5907.0,Sacred Heart University,25435,263.972270819119,47400,49200,56000,61800,0.0,41066.0,1123,0.0,5,2,1,-0.2914866159206369,25435,214400,41066.0,0.19011342475029624
127,645,2205.0,Morehouse College,25500,264.646860856597,34600,38000,42300,49000,0.0,40068.0,552,0.0,9,4,1,-0.29647725659991153,25500,163900,40068.0,0.2503401360544218
129,468,2166.0,Spelman College,26169,271.589949088482,34700,41100,43200,50700,0.0,40840.0,540,0.0,7,3,1,-0.30389661805805085,26169,169700,40840.0,0.24930747922437674
237,96,3627.0,Brandeis University,26852,278.678333636131,47000,49100,57700,69000,0.0,37688.0,361,0.0,1,0,0,-0.3039426635644726,26852,222800,37688.0,0.09953129307968017
636,577,320.0,St. John's College,27000,280.214323259926,26400,27600,38600,41400,0.0,40973.0,111,0.0,8,4,1,-0.3050709404378823,27000,134000,40973.0,0.346875
378,265,7274.0,The New School,24250,251.673975520489,41300,43300,48800,55200,0.0,42812.0,1314,0.0,4,2,0,-0.3057671248023726,24250,188600,42812.0,0.18064338740720373
239,222,3817.0,Emerson College,23250,241.295667251603,38700,37500,46100,51200,0.0,43668.0,693,0.0,3,1,0,-0.30894173658228014,23250,173500,43668.0,0.18155619596541786
447,85,2785.0,Oberlin College,26000,269.83601499104,30700,31700,41300,45500,0.0,35555.0,370,0.0,1,0,0,-0.3128986916936196,26000,149200,35555.0,0.13285457809694792
417,428,4498.0,High Point University,26000,269.83601499104,38000,35800,40700,42900,0.0,38877.0,826,0.0,6,3,1,-0.31423126186223926,26000,157400,38877.0,0.18363717207647842
523,112,1994.0,Rhode Island School of Design,27000,280.214323259926,42600,38100,49200,56400,0.0,42484.0,275,0.0,1,0,0,-0.33973265779529754,27000,186300,42484.0,0.137913741223671
381,328,3591.0,Pratt Institute-Main,25839,268.165107359749,40200,36900,43200,48900,0.0,45559.0,617,0.0,5,2,1,-0.3463170909574669,25839,169200,45559.0,0.1718184349763297
375,163,511.0,Manhattan School of Music,26243,272.357943900379,23700,24200,37000,40700,0.0,45952.0,55,0.0,2,1,0,-0.38952525342777133,26243,125600,45952.0,0.10763209393346379
