,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,income
1334,0.0,0.0,0.0,0.0455,0.0985,0.0,0.0,0.0,0.0,0.0379,0.0,0.0,0.0227,0.0,0.0,0.6288,0.0,0.0,0.0152,0.0682,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0303,0.0,0.0,38700,41400,41900,41500,40700,204200
1335,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46400,45300,49200,45300,49400,235600
1347,0.0,0.0,0.0,0.0452,0.1904,0.0316,0.0,0.0365,0.0,0.0729,0.068,0.0,0.0207,0.0272,0.0016,0.1197,0.018000000000000002,0.0441,0.0,0.1181,0.0,0.0054,0.0,0.0,0.0,0.0,0.0669,0.0,0.0,0.0071,0.0,0.0555,0.0272,0.0,0.0103,0.0,0.0,0.0337,34600,34200,38900,37600,42800,188100
1348,0.0122,0.0,0.0,0.0421,0.1617,0.0421,0.0,0.019,0.0,0.0082,0.0054,0.0598,0.0177,0.034,0.0,0.231,0.0068,0.0992,0.0,0.0,0.0,0.0082,0.0,0.0,0.0557,0.0095,0.0,0.0,0.0,0.0054,0.0,0.0707,0.038,0.0,0.0679,0.0,0.0,0.0054,30800,31000,34900,34700,39600,171000
1349,0.0,0.0,0.0,0.0447,0.1278,0.0,0.0,0.0256,0.0,0.0575,0.0,0.0,0.0128,0.0799,0.0,0.1022,0.0096,0.1502,0.0,0.1054,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.1374,0.0,0.0,0.0,0.0,0.0,26800,27100,28300,29900,32100,144200
1351,0.0,0.0111,0.0,0.0393,0.1426,0.0286,0.0,0.0347,0.0,0.0957,0.0418,0.1011,0.0132,0.0161,0.0014,0.2154,0.0064,0.0214,0.0,0.1011,0.0,0.0093,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0132,0.0,0.0336,0.0,0.0,0.0268,0.0,0.0,0.0439,37200,36100,42000,41400,46400,203100
1353,0.0,0.0176,0.0053,0.1002,0.2467,0.0693,0.0,0.0229,0.0,0.0091,0.0,0.0474,0.0293,0.0,0.0229,0.0884,0.0144,0.016,0.0149,0.0043,0.0,0.0117,0.0,0.0,0.0,0.0117,0.0,0.0,0.0117,0.0096,0.0,0.0554,0.0,0.0,0.1577,0.0,0.0,0.0336,48400,59400,64000,63800,86300,321900
1354,0.0,0.0,0.0,0.4133,0.0767,0.0533,0.0,0.0067,0.0,0.0133,0.0,0.0,0.02,0.0,0.0033,0.07,0.0133,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267,0.0,0.1233,0.0,0.0,0.0367,0.0033,0.0,0.03,46700,57200,56300,58100,64500,282800
1356,0.0,0.0,0.0,0.0,0.1429,0.013000000000000001,0.0,0.0325,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.5065,0.0,0.0714,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0649,0.0,0.0065,0.0,0.0,0.0,29100,26800,34600,29600,40100,160200
1357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500,23400,32300,29500,27800,133500
1358,0.0,0.0,0.0296,0.1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0825,0.0,0.0317,0.0,0.0423,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0148,0.0677,0.0,0.0,0.0381,0.0571,0.0,0.0803,0.0,0.0,0.2918,0.0,0.0,0.0507,46000,50400,56200,57500,74300,284400
1360,0.0,0.0,0.0736,0.1677,0.0,0.0,0.0,0.0593,0.0,0.0041,0.0,0.0,0.0327,0.0,0.0204,0.0,0.0368,0.0,0.0,0.0,0.0,0.0593,0.0,0.0,0.0102,0.0,0.0,0.0,0.0102,0.0736,0.0,0.045,0.0,0.0,0.3476,0.0,0.0,0.0593,57100,55600,62700,63300,83300,322000
1363,0.0,0.0,0.0413,0.1281,0.0,0.0,0.0,0.0227,0.0,0.0124,0.0,0.0,0.0455,0.0,0.0331,0.0,0.0372,0.0,0.0,0.0,0.0,0.0579,0.0,0.0,0.064,0.0806,0.0,0.0,0.0269,0.0558,0.0,0.0764,0.0,0.0,0.281,0.0,0.0,0.0372,50200,49500,64900,59800,71000,295400
1367,0.0,0.0083,0.0,0.0217,0.1183,0.0,0.0,0.045,0.0,0.01,0.0,0.0,0.005,0.01,0.0,0.3817,0.0,0.0483,0.0,0.2667,0.0433,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0083,0.0,0.0017,0.0167,26000,26400,27400,29400,30600,139800
1368,0.0,0.0,0.0,0.013999999999999999,0.1204,0.0,0.0,0.0028,0.0,0.3529,0.0,0.0,0.0924,0.0,0.0,0.1429,0.0196,0.0,0.0,0.0196,0.0,0.0084,0.0,0.0,0.0112,0.0252,0.0,0.0,0.0112,0.0224,0.0,0.0924,0.0,0.0,0.0364,0.0,0.0,0.027999999999999997,27700,29200,32000,33300,37500,159700
1369,0.0,0.0,0.0,0.023,0.0737,0.0,0.0,0.0323,0.0,0.0553,0.0,0.0,0.0138,0.0,0.0046,0.5576,0.0,0.0599,0.0,0.0415,0.0,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0553,0.0,0.0507,0.0,0.0,0.0,36000,31500,36700,33400,37700,175300
1370,0.0,0.0,0.0,0.1648,0.1209,0.0,0.0,0.0,0.0,0.0879,0.0,0.0,0.044000000000000004,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.1868,0.0,0.0,0.0,0.0,0.0,0.033,0.0989,0.0,0.0,0.0,0.0,0.2198,0.0,0.0,0.011000000000000001,0.0,0.0,0.022000000000000002,25400,24900,28000,28600,29400,136300
1371,0.0381,0.0,0.0034,0.0676,0.1477,0.0449,0.0,0.017,0.0,0.0898,0.0722,0.1369,0.0148,0.0301,0.004,0.0756,0.0063,0.0,0.0,0.0136,0.0,0.0028,0.0,0.0,0.0273,0.0403,0.0057,0.0,0.0057,0.0114,0.0,0.0557,0.0182,0.0,0.0545,0.0,0.0,0.0165,37400,38200,42500,41900,48300,208300
1372,0.0,0.0,0.0,0.0283,0.1053,0.0,0.0,0.0,0.0,0.0,0.1215,0.4575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834,0.0,82000,79400,88000,77400,107200,434000
1373,0.0,0.0,0.0,0.0333,0.2,0.0,0.0,0.0,0.0,0.0933,0.0,0.0,0.0333,0.0,0.0,0.1533,0.0067,0.08,0.0,0.16,0.0,0.02,0.0,0.0,0.02,0.02,0.0133,0.0,0.0,0.0,0.0,0.0667,0.08,0.0,0.02,0.0,0.0,0.0,27600,27200,29900,28400,35300,148400
1374,0.0126,0.0,0.0,0.2767,0.0294,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0084,0.0,0.0,0.4256,0.0,0.0,0.0,0.0021,0.0,0.0105,0.0,0.0,0.0,0.0335,0.0881,0.0,0.0,0.0021,0.0,0.0419,0.0,0.0,0.0377,0.0,0.0,0.0021,41200,47900,46700,48100,51000,234900
1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24000,25700,25100,28500,32800,136100
1378,0.0,0.0,0.0,0.0537,0.1134,0.0149,0.0,0.006,0.0,0.0657,0.0,0.0,0.0179,0.0,0.0,0.4925,0.006,0.0179,0.0,0.0239,0.0,0.006,0.0,0.0,0.0,0.0179,0.0657,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.0239,0.0388,0.0,0.0209,42500,38900,48600,41300,47000,218300
1381,0.0,0.0,0.0027,0.0473,0.2036,0.0473,0.0,0.0286,0.0,0.0125,0.0161,0.0214,0.0429,0.0,0.0107,0.2134,0.0223,0.0,0.0,0.0205,0.0,0.0089,0.0,0.0,0.0036,0.0259,0.0152,0.0,0.0063,0.0152,0.0,0.0402,0.0375,0.0,0.1277,0.0,0.0,0.0304,35600,36300,40300,38200,44400,194800
1382,0.0,0.0,0.0,0.0,0.3973,0.0137,0.0,0.0411,0.0,0.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.0,0.0479,0.0,0.0,0.0,0.0205,0.0,0.0,0.1164,0.0,0.0,0.0,0.0,0.1438,0.0,0.0,0.0205,0.0,0.0,0.0,31700,33700,37600,38700,43400,185100
1383,0.0313,0.0,0.0,0.2344,0.0,0.0,0.0,0.0,0.0,0.0234,0.0078,0.0,0.0,0.0,0.0,0.0859,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,27800,30600,33100,36300,37400,165200
1390,0.0,0.0,0.0,0.0,0.3611,0.051,0.0497,0.0174,0.0,0.0,0.0,0.0,0.0295,0.0,0.0,0.0658,0.0201,0.1718,0.0456,0.0,0.0,0.0,0.0,0.0,0.0322,0.0134,0.0,0.0,0.0054,0.0,0.0,0.0349,0.0483,0.0,0.0322,0.0,0.0,0.0215,45100,52100,60700,59200,63400,280500
1391,0.0,0.0,0.0,0.0781,0.1447,0.0,0.13699999999999998,0.0602,0.0,0.0384,0.0,0.0,0.023,0.040999999999999995,0.0,0.0743,0.023,0.105,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0948,0.0602,0.0,0.0499,0.0,0.0,0.0435,34200,43000,41400,49700,48700,217000
1392,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.4493,0.0,0.0,0.087,0.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53000,57900,54400,59900,68100,293300
1396,0.0,0.0,0.0,0.068,0.1293,0.0272,0.0,0.0272,0.0,0.1088,0.0,0.0,0.0136,0.0,0.0,0.2789,0.0,0.0,0.0,0.102,0.0,0.0204,0.0,0.0,0.0,0.0,0.0476,0.0,0.0272,0.0068,0.0,0.1088,0.0,0.0,0.0204,0.0136,0.0,0.0,46700,47000,44900,51500,46300,236400
1397,0.0,0.0,0.0,0.0251,0.1053,0.0,0.0,0.0351,0.0,0.0426,0.0,0.0,0.0201,0.0,0.0,0.2657,0.0,0.1053,0.0,0.0426,0.0,0.005,0.0,0.0,0.0,0.0,0.0351,0.0,0.0,0.0,0.0,0.1253,0.1278,0.0,0.0602,0.0,0.0,0.005,31700,34500,38200,38900,41800,185100
1401,0.0,0.0039,0.0,0.0477,0.1285,0.0584,0.0,0.0604,0.0,0.0701,0.0,0.036000000000000004,0.0097,0.0,0.0078,0.1733,0.0039,0.0467,0.0,0.0555,0.0,0.0078,0.0,0.0,0.0058,0.0029,0.0516,0.0,0.0039,0.0243,0.0,0.0643,0.0273,0.0,0.0604,0.0,0.0,0.0497,33800,38600,41500,44300,47200,205400
1403,0.0,0.0,0.0267,0.0867,0.0967,0.05,0.0,0.0167,0.0,0.0267,0.0,0.0,0.0467,0.0,0.0467,0.0,0.0333,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0867,0.0,0.0,0.0167,0.04,0.0,0.1067,0.0,0.0,0.1433,0.0,0.0,0.1167,31800,38600,39300,45700,55100,210500
1404,0.0,0.0,0.0,0.0,0.2384,0.0,0.0,0.0728,0.0,0.0397,0.0,0.0,0.0,0.0,0.0,0.3974,0.0,0.0795,0.0464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0861,0.0,0.0199,0.0,0.0,0.0,29100,36600,34600,39500,40100,179900
1407,0.0,0.0,0.0,0.0702,0.2316,0.0877,0.0,0.013999999999999999,0.0,0.0982,0.0,0.0,0.0632,0.0,0.006999999999999999,0.0456,0.0281,0.0281,0.006999999999999999,0.0,0.0,0.0175,0.0,0.0,0.0281,0.0351,0.0,0.0,0.0,0.013999999999999999,0.0,0.0596,0.0175,0.0,0.0807,0.0,0.0,0.0667,37500,40400,41900,44700,49400,213900
1410,0.0,0.0,0.002,0.1786,0.019,0.0,0.0138,0.0571,0.0,0.002,0.0,0.2246,0.0433,0.0,0.0079,0.086,0.0112,0.0,0.0,0.0007,0.0,0.0532,0.0,0.0,0.0446,0.0098,0.0,0.0,0.0026,0.0348,0.0,0.0236,0.0,0.0,0.1425,0.0,0.0,0.0427,68000,69300,78400,79700,89300,384700
1412,0.0,0.0,0.0,0.0579,0.39299999999999996,0.0982,0.0,0.0134,0.0,0.0228,0.0,0.0341,0.0372,0.0,0.0134,0.0672,0.0228,0.0,0.0,0.0,0.0,0.0196,0.0,0.0,0.0486,0.0,0.0,0.0,0.0052,0.0093,0.0,0.0745,0.0,0.0,0.0796,0.0,0.0,0.0031,52000,57600,64000,67300,78300,319200
1413,0.0,0.0,0.0034,0.0032,0.2654,0.0162,0.006,0.2615,0.0,0.0,0.0,0.0,0.0103,0.0,0.0098,0.0377,0.0117,0.048,0.0109,0.2141,0.0,0.0,0.0,0.0,0.0022,0.0062,0.0,0.0,0.0,0.0,0.0,0.0548,0.0085,0.0,0.0301,0.0,0.0,0.0,47700,49200,51200,54100,55900,258100
1414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79900,91600,95700,93800,114200,475200
1415,0.0,0.0,0.0093,0.1528,0.0134,0.0306,0.0,0.1926,0.0,0.0004,0.0,0.0894,0.0216,0.0063,0.0201,0.0414,0.0209,0.0,0.0,0.0,0.0,0.0358,0.0,0.0,0.0145,0.025,0.0,0.0,0.0034,0.0123,0.0,0.1136,0.0391,0.0,0.1017,0.0,0.0,0.0559,42900,47600,51800,55500,59600,257400
1416,0.0271,0.0114,0.0114,0.0754,0.1167,0.0602,0.0,0.0875,0.0,0.0192,0.0,0.1441,0.0208,0.0196,0.0171,0.0496,0.0116,0.0,0.0,0.0,0.0,0.0221,0.0,0.0,0.0031,0.0093,0.0315,0.0,0.0044,0.0204,0.0,0.0385,0.001,0.0,0.1752,0.0,0.0,0.0225,50100,55000,59500,62800,70800,298200
1417,0.0,0.0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798,30200,30800,37300,32900,41200,172400
1418,0.0187,0.0,0.0,0.0913,0.2178,0.0,0.0,0.0373,0.0,0.0124,0.0228,0.0145,0.0353,0.0622,0.0,0.0394,0.0083,0.1535,0.0,0.0,0.0,0.0041,0.0,0.0,0.0373,0.0,0.0954,0.0,0.0,0.0062,0.0,0.0249,0.0,0.0,0.0726,0.0,0.0228,0.0228,29100,33500,36400,39500,40400,178900
1422,0.0,0.039,0.0,0.0451,0.2177,0.0711,0.0069,0.0408,0.0,0.0755,0.0,0.1526,0.0104,0.0564,0.0,0.0173,0.0069,0.0,0.0,0.0477,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0035,0.0,0.0538,0.0494,0.0,0.0685,0.0,0.0,0.0269,30300,33500,35700,41900,42600,184000
1423,0.0,0.0,0.0,0.0775,0.2864,0.0587,0.0,0.0329,0.0,0.0469,0.0,0.0,0.0352,0.0117,0.006999999999999999,0.0423,0.0282,0.0023,0.0,0.0,0.0,0.0164,0.0,0.0,0.0164,0.006999999999999999,0.0516,0.0,0.0164,0.0141,0.0,0.0634,0.0,0.0,0.1573,0.0117,0.0,0.0164,42000,46100,51600,53300,56600,249600
1426,0.0,0.0,0.0,0.0349,0.0611,0.0262,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.4803,0.0087,0.0,0.0,0.1528,0.0,0.0,0.0,0.0,0.1004,0.0,0.0,0.0,0.0131,0.0175,0.0,0.0175,0.0,0.0,0.0524,0.0,0.0,0.0131,47200,46200,47600,48900,56400,246300
1430,0.0,0.0,0.0,0.0571,0.1612,0.0774,0.0,0.0491,0.0,0.0993,0.0,0.0,0.0235,0.0,0.0069,0.0689,0.0246,0.0,0.0,0.0288,0.0,0.0139,0.0,0.0,0.0267,0.0283,0.0785,0.0,0.0021,0.0299,0.0,0.0635,0.0603,0.0,0.0598,0.0,0.0,0.04,40000,43200,46800,48800,54200,233000
1431,0.0,0.0,0.0058,0.1623,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,0.0,0.0696,0.0,0.0261,0.0,0.057999999999999996,0.0,0.0,0.0,0.0,0.0464,0.0,0.0,0.0087,0.0348,0.0,0.0,0.0232,0.028999999999999998,0.0,0.142,0.0087,0.0,0.2435,0.0,0.0,0.0696,38600,41400,44200,51000,55200,230400
1432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600,33000,39500,37800,42000,183900
1433,0.0,0.0,0.015,0.0436,0.1475,0.0859,0.0,0.0636,0.0,0.092,0.0,0.0,0.0245,0.0043,0.005,0.1323,0.0095,0.003,0.0,0.0,0.0,0.0085,0.0,0.0,0.0076,0.0108,0.0705,0.0,0.0022,0.0156,0.0,0.0775,0.027999999999999997,0.0,0.1046,0.0,0.0,0.0484,41900,45300,49000,51200,55100,242500
1436,0.0,0.0,0.0,0.0502,0.2246,0.0167,0.0,0.0693,0.0,0.08,0.0,0.0,0.0072,0.0323,0.0,0.2521,0.006,0.0585,0.0406,0.0,0.0,0.0036,0.0,0.0,0.043,0.0024,0.0,0.0,0.0,0.0072,0.0,0.0502,0.0,0.0,0.0,0.0,0.0,0.0562,43800,46400,49000,54500,54600,248300
1437,0.0,0.0,0.0031,0.1599,0.2006,0.0,0.0,0.0219,0.0,0.0,0.0,0.0,0.069,0.0,0.0031,0.0,0.0408,0.0,0.0,0.0313,0.0,0.0125,0.0,0.0,0.0,0.069,0.0,0.0,0.0094,0.0282,0.0,0.1034,0.0,0.0,0.1944,0.0,0.0,0.0533,40700,41800,47700,50500,56500,237200
1438,0.0,0.0,0.0089,0.0653,0.1068,0.0623,0.0,0.0148,0.0,0.0,0.0,0.0,0.0504,0.0,0.0297,0.0,0.0445,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0297,0.0504,0.092,0.0,0.0089,0.0386,0.0,0.0979,0.0415,0.0,0.1484,0.0,0.0,0.08900000000000001,36400,43000,46500,47700,54000,227600
1442,0.0,0.0,0.0,0.0233,0.1518,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.3852,0.0039,0.1206,0.0,0.0545,0.0,0.0,0.0,0.0,0.0233,0.0,0.0311,0.0,0.0,0.0039,0.0,0.0623,0.0,0.0,0.07,0.0,0.0,0.0156,41700,37900,45600,44200,50000,219400
1443,0.0,0.0086,0.0817,0.1097,0.0,0.0,0.0,0.0538,0.0,0.0,0.0,0.0,0.0903,0.0,0.0452,0.0,0.0581,0.0,0.0237,0.0,0.0,0.1097,0.0,0.0,0.0065,0.0237,0.0,0.0,0.0237,0.0559,0.0,0.0452,0.0,0.0,0.2086,0.0,0.0,0.0559,61600,66700,64800,81600,83300,358000
1445,0.0,0.0,0.0,0.0,0.0857,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0036,0.0,0.0,0.4357,0.0071,0.2786,0.0,0.0214,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.025,0.0964,0.0,0.0071,0.0036,0.0,0.0214,38000,36100,43100,44000,48100,209300
1447,0.0,0.0,0.0,0.0974,0.2535,0.0771,0.0,0.0122,0.0,0.0,0.0,0.0,0.0568,0.0,0.0142,0.1785,0.0467,0.0,0.002,0.0061,0.0,0.0162,0.0,0.0,0.0041,0.002,0.0,0.0,0.0142,0.0142,0.0,0.0629,0.0,0.0,0.1237,0.0041,0.0,0.0142,47100,45700,52100,53700,61300,259900
1448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000,76400,95800,96900,113300,459400
1451,0.0108,0.0,0.0,0.0389,0.2376,0.0,0.0,0.0324,0.0,0.1166,0.0,0.0,0.0,0.0,0.0,0.1857,0.0,0.0518,0.0562,0.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1857,0.0,0.0,0.0,0.0,0.0,0.0,37000,38900,40800,43700,44800,205200
1452,0.0,0.0,0.0,0.0,0.3621,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4138,0.0,0.1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,30600,28700,34300,32300,34000,159900
1454,0.0407,0.0,0.0,0.0128,0.1156,0.0021,0.0043,0.0,0.0,0.0321,0.0,0.0,0.0,0.0,0.0,0.409,0.0,0.0535,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.0,0.0,0.0,0.0,0.0771,0.0,0.0,0.0,0.0,0.0,0.212,38100,39500,42500,38200,49400,207700
1455,0.0,0.0,0.0,0.0,0.9171,0.0009,0.0,0.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,67000,65300,79200,74800,95400,381700
1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.011000000000000001,0.011000000000000001,0.0,0.0,0.0,0.0,0.0321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416,25700,28400,33700,34600,38300,160700
1459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40200,37400,41400,40800,50900,210700
1461,0.0,0.0,0.0,0.1002,0.23399999999999999,0.065,0.0,0.0335,0.0,0.021,0.0,0.0,0.039,0.0,0.0055,0.0444,0.026000000000000002,0.0017,0.0,0.0,0.0,0.0268,0.0,0.0,0.0294,0.0096,0.0,0.0,0.0122,0.0105,0.0,0.0964,0.0,0.0,0.2252,0.0059,0.0,0.0138,64900,72500,82200,79300,92500,391400
1462,0.0,0.0033,0.0066,0.0946,0.2299,0.1362,0.0,0.0411,0.0,0.021,0.0043,0.0831,0.0146,0.0,0.0088,0.0699,0.0097,0.0008,0.0006,0.0,0.0,0.0195,0.0,0.0,0.0187,0.0014,0.0,0.0,0.0076,0.0136,0.0,0.042,0.0016,0.0,0.1372,0.0,0.0,0.0337,52800,54700,63400,63600,75900,310400
1463,0.0,0.0,0.0571,0.1813,0.0374,0.0,0.0,0.0868,0.0,0.0099,0.0,0.0,0.022000000000000002,0.0,0.0176,0.0,0.0187,0.0,0.0,0.0,0.0,0.0352,0.0,0.0,0.033,0.022000000000000002,0.0,0.0,0.0055,0.033,0.0,0.0769,0.0725,0.0,0.2374,0.0,0.0,0.0538,47000,49100,57700,64700,69000,287500
1464,0.0,0.0,0.001,0.0434,0.15,0.0656,0.0,0.0148,0.0,0.18600000000000003,0.0,0.0,0.038,0.0,0.0044,0.0316,0.0301,0.0937,0.0,0.0,0.0,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0158,0.0,0.1288,0.0424,0.0,0.0696,0.0,0.0257,0.0331,37500,37400,42200,41500,47900,206500
1468,0.0,0.0,0.0,0.0,0.2804,0.0,0.0,0.0,0.0,0.0794,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.1799,0.2328,0.0,0.0,0.0,0.0,0.0,36400,37700,38900,39200,40000,192200
1472,0.0,0.0,0.0066,0.1162,0.0724,0.0219,0.0,0.0461,0.0,0.0,0.0,0.0,0.0329,0.0,0.0154,0.0,0.0219,0.0,0.0,0.0022,0.0,0.011000000000000001,0.0,0.0,0.0197,0.0395,0.0,0.0,0.011000000000000001,0.0307,0.0,0.2039,0.0022,0.0,0.2829,0.0,0.0,0.0636,38300,39500,44600,46600,54700,223700
1474,0.0,0.0,0.0,0.026000000000000002,0.1341,0.0889,0.0,0.0219,0.0,0.0287,0.0,0.0,0.0109,0.0,0.0,0.4309,0.0,0.1341,0.0,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,0.0,0.0,0.015,0.0,0.0,0.0178,44800,43400,48100,48500,51100,235900
1476,0.0,0.0,0.0,0.0028,0.2528,0.0278,0.0,0.0,0.0,0.0361,0.0,0.0,0.0083,0.0,0.0,0.05,0.0194,0.0417,0.0,0.1194,0.0,0.0028,0.0,0.0,0.0,0.0,0.0778,0.0,0.0,0.0,0.0,0.1056,0.0,0.0,0.0083,0.0,0.0,0.2472,28700,30400,33900,35400,38100,166500
1479,0.0,0.0,0.0,0.1081,0.3919,0.0473,0.0,0.0068,0.0,0.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.0473,0.0,0.0473,0.0,0.0203,0.0,0.0,0.0,0.0068,0.0473,0.0,0.0135,0.0135,0.0,0.0676,0.0338,0.0,0.0,0.0068,0.0,0.0068,39100,39200,41700,46300,46100,212400
