,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,income
3272,0.013999999999999999,0.006999999999999999,0.0,0.0545,0.17600000000000002,0.0628,0.0,0.0363,0.0,0.0615,0.0,0.013999999999999999,0.0112,0.0251,0.0028,0.1313,0.0056,0.013999999999999999,0.0,0.0,0.0,0.0098,0.0,0.0,0.0698,0.0014,0.0698,0.0,0.0,0.0098,0.0,0.0712,0.0209,0.0,0.0209,0.0363,0.0,0.07400000000000001,38900,37500,42400,42900,48900,210600
3277,0.0568,0.0,0.0,0.0395,0.158,0.0443,0.0,0.0655,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0019,0.0877,0.0318,0.0636,0.0,0.0,0.0,0.0077,0.0,0.0,0.1108,0.0058,0.0867,0.0,0.0,0.0376,0.0,0.0848,0.0308,0.0,0.0356,0.0,0.0,0.025,36100,35500,41400,40500,46300,199800
3278,0.0,0.0,0.0,0.0,0.0645,0.0,0.0,0.0,0.0,0.2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3871,0.0,0.0,26500,32800,31400,29400,38000,158100
3280,0.0,0.0,0.0,0.0,0.0657,0.0,0.0381,0.0692,0.0,0.0,0.0346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4533,30400,32200,36000,36500,39100,174200
3281,0.0,0.0,0.0,0.1655,0.2655,0.0207,0.0,0.031,0.0,0.0,0.0,0.0,0.0448,0.0,0.0345,0.0517,0.0414,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0621,0.0103,0.0,0.0,0.0069,0.0552,0.0,0.0759,0.0,0.0,0.1,0.0,0.0,0.0172,39900,42300,46700,49900,52800,231600
3288,0.0,0.0,0.0015,0.1212,0.2732,0.0716,0.0,0.0143,0.0,0.0353,0.0,0.0535,0.0125,0.0181,0.0083,0.1521,0.008,0.0,0.0,0.0018,0.0,0.0104,0.0,0.0,0.0232,0.0077,0.0276,0.0,0.0089,0.0187,0.0,0.0315,0.0116,0.0,0.0567,0.0009,0.0024,0.0291,46600,44000,51200,52900,58400,253100
3300,0.0,0.0,0.0,0.0576,0.322,0.0305,0.0,0.0271,0.0,0.0678,0.0,0.0,0.0,0.0,0.0,0.1797,0.0136,0.0,0.0,0.1051,0.0,0.0,0.0,0.0,0.0,0.0203,0.0644,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0441,0.0237,0.0,0.0102,41200,38900,49000,45100,51300,225500
3303,0.0,0.0,0.0,0.0819,0.1534,0.0429,0.0,0.0246,0.0,0.0,0.0126,0.0492,0.0206,0.0,0.0046,0.2021,0.0137,0.0538,0.0,0.0,0.0,0.0069,0.0,0.0,0.0962,0.0286,0.0567,0.0,0.004,0.0166,0.0,0.0641,0.0,0.0,0.0223,0.0,0.0,0.0452,39100,38300,44500,45400,48600,215900
3305,0.0,0.0,0.0,0.0633,0.2897,0.0802,0.0,0.0155,0.0,0.0717,0.0,0.0,0.0141,0.0,0.0,0.0141,0.0141,0.0084,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.1181,0.0056,0.038,0.0,0.0014,0.0,0.0,0.0619,0.0,0.0,0.0323,0.1167,0.0,0.0478,42900,42000,44800,45300,49200,224200
3306,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,0.0,0.0,0.1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.2368,0.0,0.0,0.0,0.2105,0.0,0.0,33000,38200,41800,45700,45500,204200
3309,0.0,0.0,0.0,0.1615,0.2077,0.0,0.0,0.0077,0.0,0.0308,0.0,0.0,0.1,0.0,0.0308,0.0,0.0423,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0154,0.0,0.0,0.0,0.0269,0.0462,0.0,0.0577,0.0,0.0,0.1385,0.0885,0.0,0.0346,37400,37600,50200,47500,51400,224100
3311,0.0,0.0,0.0,0.025,0.1667,0.025,0.0,0.0,0.0,0.1667,0.0,0.0,0.0375,0.0,0.0,0.075,0.0042,0.0458,0.0,0.0,0.0,0.0042,0.0,0.0,0.15,0.0,0.0917,0.0,0.0458,0.0083,0.0,0.0958,0.0,0.0,0.0125,0.0333,0.0,0.0125,34800,36700,41400,40700,43600,197200
3312,0.0,0.0,0.0,0.0882,0.2369,0.0165,0.0,0.0193,0.0,0.0,0.0,0.0193,0.011000000000000001,0.0,0.0,0.0193,0.0523,0.0716,0.0,0.0937,0.0,0.0165,0.0,0.0,0.2534,0.0,0.0028,0.0,0.0,0.0,0.0,0.0661,0.0,0.0,0.0331,0.0,0.0,0.0,34800,35600,37500,39700,39200,186800
3313,0.0457,0.0,0.0,0.0205,0.1273,0.0086,0.0,0.0291,0.0,0.0011,0.0097,0.0171,0.0205,0.0,0.0086,0.0217,0.012,0.0342,0.0046,0.0811,0.0,0.0126,0.0,0.0,0.335,0.0137,0.0611,0.0,0.0,0.0051,0.0,0.0434,0.0348,0.0,0.0143,0.0,0.0,0.0382,36000,36700,38300,37300,41900,190200
3321,0.0,0.0,0.0,0.0,0.0571,0.0,0.0343,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4457,32500,33600,41000,34900,40200,182200
3327,0.0,0.0,0.0,0.0825,0.1821,0.0344,0.0,0.0206,0.0,0.0893,0.0,0.0,0.0309,0.0,0.0,0.134,0.0241,0.0275,0.0,0.0,0.0,0.0103,0.0,0.0,0.0,0.0,0.0928,0.0,0.0,0.0172,0.0,0.0859,0.0309,0.0,0.0687,0.0344,0.0,0.0344,40200,39600,43200,43900,48300,215200
3330,0.0,0.0,0.0,0.0866,0.1667,0.0281,0.0,0.0,0.0,0.0498,0.0,0.0,0.0303,0.0,0.0065,0.2835,0.0043,0.0108,0.0216,0.0,0.0,0.0022,0.0,0.0,0.0801,0.0,0.0801,0.0,0.0216,0.013000000000000001,0.0,0.0563,0.0,0.0,0.0195,0.0022,0.0,0.0368,39400,41200,48000,45500,52300,226400
3331,0.0,0.0,0.0,0.049,0.2617,0.0288,0.0,0.0375,0.0,0.0,0.0,0.0101,0.0216,0.0007,0.0,0.0497,0.0231,0.0,0.018000000000000002,0.005,0.0,0.018000000000000002,0.0,0.0,0.2185,0.0224,0.0447,0.0,0.0,0.0144,0.0,0.0887,0.0144,0.0,0.0447,0.0,0.0,0.0288,45500,46100,49200,51800,52900,245500
3333,0.0,0.0,0.0,0.0183,0.2968,0.0431,0.0,0.0255,0.0,0.0,0.0233,0.0,0.0201,0.0,0.0039,0.0126,0.0093,0.0833,0.0,0.0022,0.0,0.0122,0.0,0.0,0.3044,0.0,0.0,0.0,0.0022,0.019,0.0,0.0732,0.0187,0.0,0.0244,0.0,0.0,0.0075,42500,39400,45100,44700,49300,221000
3334,0.0,0.0,0.0,0.0241,0.3895,0.0331,0.0,0.0436,0.0,0.0,0.0,0.0,0.0195,0.0,0.0045,0.0286,0.0211,0.0677,0.0,0.0,0.0,0.012,0.0,0.0,0.188,0.0,0.003,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,0.0045,0.0,0.0,0.003,43800,38900,44800,41000,46200,214700
3335,0.0,0.0075,0.0004,0.0611,0.2841,0.0476,0.0,0.0538,0.0,0.0,0.0428,0.0977,0.0153,0.0421,0.0111,0.0448,0.0102,0.0,0.0,0.0099,0.0,0.0162,0.0,0.0,0.0295,0.0023,0.0491,0.0,0.0024,0.0233,0.0,0.0637,0.0,0.0,0.0525,0.0,0.0,0.0326,47100,47700,55000,52800,60600,263200
3337,0.0,0.0,0.0,0.0422,0.1265,0.0241,0.0,0.012,0.0,0.1747,0.0,0.006,0.006,0.0422,0.006,0.012,0.012,0.0,0.0181,0.0361,0.0,0.0241,0.0,0.0,0.0301,0.0,0.0843,0.0,0.0,0.012,0.0,0.0843,0.0482,0.0,0.0904,0.0964,0.0,0.012,34000,32900,38700,35300,40500,181400
3338,0.0,0.0,0.0,0.0741,0.2387,0.0329,0.0,0.0247,0.0,0.0741,0.0,0.0,0.0123,0.0,0.0,0.0,0.0041,0.0535,0.0,0.1358,0.0,0.0041,0.0,0.0,0.0,0.0041,0.1523,0.0,0.0,0.0123,0.0,0.1276,0.0,0.0,0.0288,0.0,0.0,0.0206,29900,28500,30700,31500,34200,154800
3339,0.0,0.0,0.0,0.0858,0.3574,0.0305,0.0091,0.0227,0.0,0.0377,0.0006,0.0058,0.0123,0.0136,0.0006,0.2105,0.0045,0.0312,0.0,0.0091,0.0,0.0052,0.0,0.0,0.0078,0.0032,0.0253,0.0,0.0084,0.0058,0.0,0.0526,0.0,0.0,0.0143,0.0032,0.0,0.0422,41000,43400,49100,45100,52500,231100
3343,0.0,0.0,0.0,0.0682,0.25,0.0,0.0,0.0,0.0,0.1023,0.0,0.0,0.0114,0.0,0.0,0.0,0.0114,0.1477,0.0,0.1023,0.0,0.0114,0.0,0.0,0.0,0.0,0.1932,0.0,0.0114,0.0114,0.0,0.0,0.0682,0.0,0.0114,0.0,0.0,0.0,22800,23600,24900,26800,27500,125600
3346,0.0,0.0,0.0,0.0244,0.1222,0.0411,0.0,0.0095,0.0,0.0,0.0185,0.1341,0.0054,0.0215,0.0185,0.1859,0.0095,0.0542,0.0,0.0745,0.0,0.0101,0.0,0.0,0.1293,0.0072,0.034,0.0,0.0,0.0095,0.0,0.0215,0.0155,0.0,0.0238,0.0,0.0,0.0298,37200,37600,42000,43600,46000,206400
3351,0.0,0.0,0.0,0.0838,0.1692,0.0335,0.0,0.0,0.0,0.0017,0.0,0.0276,0.0285,0.0,0.0117,0.1097,0.0209,0.1415,0.0,0.0,0.0,0.0235,0.0,0.0,0.0838,0.0,0.0477,0.0,0.0,0.0084,0.0,0.1407,0.0,0.0,0.0385,0.0,0.0,0.0293,36000,40500,41400,44100,46700,208700
3353,0.0,0.0,0.0,0.016,0.2032,0.0046,0.0,0.0251,0.0,0.13699999999999998,0.0639,0.2306,0.0023,0.0,0.0,0.0594,0.0046,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0388,0.0,0.0068,0.0,0.0,0.0023,0.0,0.0365,0.0274,0.0,0.0365,0.0228,0.0731,0.0,47300,49200,50100,56600,56800,260000
3355,0.0112,0.0,0.0,0.0253,0.1461,0.0253,0.0,0.0084,0.0,0.1264,0.0,0.0,0.0112,0.0112,0.0,0.3258,0.0028,0.0253,0.0,0.0253,0.0,0.0112,0.0,0.0,0.0,0.0056,0.073,0.0,0.0,0.0112,0.0,0.0169,0.059000000000000004,0.0,0.0112,0.0225,0.0,0.0449,38700,39900,45300,40800,50500,215200
3357,0.0,0.0,0.0,0.0519,0.1415,0.033,0.0,0.0346,0.0,0.1053,0.0,0.0079,0.0094,0.0,0.0016,0.2987,0.0189,0.0236,0.0,0.0189,0.0,0.0063,0.0,0.0,0.0,0.0,0.066,0.0,0.0204,0.0094,0.0,0.0723,0.0314,0.0,0.0126,0.0079,0.0,0.0283,38600,38200,42200,43400,48700,211100
3359,0.0,0.0,0.0,0.0662,0.1921,0.0,0.0,0.0397,0.0,0.1589,0.0,0.0,0.0199,0.0,0.0066,0.0596,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728,0.0,0.0596,0.0,0.0265,0.0066,0.0,0.0861,0.0,0.0,0.106,0.0,0.0,0.0861,36200,37000,41300,40700,46400,201600
3362,0.0,0.0,0.0,0.0554,0.16699999999999998,0.0185,0.0,0.0255,0.0,0.0228,0.0,0.0483,0.0141,0.0,0.0044,0.33299999999999996,0.006999999999999999,0.0272,0.0,0.0018,0.0,0.0026,0.0,0.0,0.1248,0.0,0.0193,0.0,0.0,0.0211,0.0,0.0395,0.0176,0.0,0.0228,0.0,0.0,0.0272,42400,37400,45900,40700,47000,213400
3372,0.0,0.0047,0.0,0.0536,0.1868,0.0683,0.0,0.0264,0.0,0.0,0.0093,0.0428,0.0378,0.0103,0.012,0.0288,0.0139,0.0409,0.0,0.1073,0.0,0.009000000000000001,0.0,0.0,0.1168,0.0,0.04,0.0,0.0025,0.0076,0.0,0.0516,0.0086,0.0,0.0419,0.0,0.0027,0.0762,39300,39100,43900,43800,49300,215400
3379,0.0,0.0,0.0,0.0623,0.1384,0.0208,0.0,0.0623,0.0,0.0519,0.0,0.0,0.0069,0.0069,0.0069,0.0934,0.0138,0.0554,0.0,0.0035,0.0,0.0069,0.0,0.0,0.0035,0.0,0.0727,0.0,0.0035,0.0035,0.0,0.1661,0.1557,0.0,0.045,0.0035,0.0,0.0173,35500,36500,39700,40600,42500,194800
3380,0.0,0.0,0.002,0.11699999999999999,0.1298,0.0311,0.0,0.0121,0.0,0.0,0.0025,0.0649,0.0289,0.0015,0.0141,0.1111,0.0148,0.0899,0.0027,0.0027,0.0,0.0153,0.0,0.0,0.0829,0.0044,0.0471,0.0,0.0027,0.0128,0.0,0.1007,0.0321,0.0,0.0363,0.0,0.0,0.0405,34200,36200,40600,41400,44200,196600
3384,0.0,0.0,0.0,0.0,0.3902,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0244,0.122,0.0,0.2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,26900,26700,29100,30700,29800,143200
3385,0.0326,0.0326,0.0,0.067,0.1005,0.0417,0.0,0.0154,0.0,0.0,0.0281,0.163,0.0091,0.0063,0.0,0.1639,0.0054,0.0833,0.0,0.0,0.0,0.0063,0.0,0.0,0.0471,0.0,0.0607,0.0,0.0,0.0172,0.0,0.0534,0.0399,0.0,0.0172,0.0,0.0,0.0091,34300,33100,38600,35800,40700,182500
3388,0.0,0.0398,0.006,0.0895,0.001,0.0,0.0,0.0895,0.0,0.0,0.0199,0.2266,0.0298,0.0,0.0089,0.0,0.0189,0.0,0.0,0.0,0.0,0.0427,0.0,0.0,0.0517,0.001,0.0924,0.0,0.0109,0.0467,0.0,0.0388,0.0,0.0,0.1511,0.0,0.0,0.0348,68300,66600,74800,75200,91600,376500
3390,0.0,0.0,0.0012,0.0936,0.2462,0.1075,0.0,0.0382,0.0,0.0243,0.0,0.0,0.0277,0.0,0.0035,0.0,0.0081,0.0509,0.0,0.0035,0.0,0.0104,0.0,0.0,0.0601,0.0243,0.0393,0.0,0.0081,0.0092,0.0,0.0775,0.0243,0.0,0.0682,0.0035,0.0,0.0705,41200,44000,47500,48900,55700,237300
3392,0.0,0.0,0.0,0.1877,0.2325,0.0532,0.0,0.0112,0.0,0.0,0.0,0.0,0.0168,0.0,0.0,0.1008,0.0112,0.0,0.0,0.1148,0.0,0.0252,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,0.0112,0.0112,0.0,0.0868,0.0,0.0,0.0896,0.0028,0.0,0.0308,42400,44300,48800,51600,59600,246700
3393,0.0487,0.0034,0.0,0.0242,0.2174,0.0493,0.0083,0.013000000000000001,0.0,0.0,0.0214,0.0,0.018000000000000002,0.0112,0.0036,0.0808,0.0242,0.2018,0.0,0.0099,0.0,0.0055,0.0,0.0,0.0881,0.0,0.0454,0.0,0.0008,0.0175,0.0,0.0467,0.0,0.0,0.0242,0.0,0.0,0.0365,39300,39800,45600,43800,49700,218200
3396,0.0,0.0,0.0,0.094,0.1729,0.0188,0.0,0.0226,0.0,0.0602,0.0,0.0,0.0075,0.0,0.0,0.3346,0.0226,0.0,0.0,0.0113,0.0,0.0075,0.0,0.0,0.0,0.0,0.1015,0.0,0.0,0.015,0.0,0.0752,0.0,0.0,0.0075,0.0,0.0,0.0489,35400,34400,41100,38900,44300,194100
3398,0.0,0.0,0.0,0.1132,0.2158,0.0235,0.0,0.0085,0.0,0.0085,0.0064,0.0833,0.0321,0.0,0.0043,0.0,0.0192,0.062,0.0,0.0,0.0,0.0449,0.0,0.0,0.0021,0.015,0.094,0.0,0.0128,0.0171,0.0,0.062,0.0,0.0,0.1474,0.015,0.0,0.0128,38900,40600,43200,46300,52000,221000
3404,0.0,0.0,0.0016,0.0351,0.2748,0.0787,0.0,0.0241,0.0,0.0089,0.0,0.0928,0.0178,0.0,0.0241,0.0184,0.0147,0.0,0.0,0.022000000000000002,0.0,0.0703,0.0,0.0,0.0079,0.0063,0.0482,0.0,0.011000000000000001,0.0163,0.0,0.0378,0.0126,0.0,0.1148,0.0,0.0,0.0619,68100,55300,67000,61300,77900,329600
3407,0.0,0.0,0.0,0.0,0.1708,0.013999999999999999,0.0,0.0,0.0,0.0854,0.0,0.0,0.0109,0.0,0.0,0.0202,0.0062,0.0155,0.0,0.0528,0.0,0.0016,0.0,0.0,0.0031,0.0,0.0031,0.0,0.0171,0.0,0.0,0.045,0.0202,0.0,0.0016,0.4922,0.0,0.0404,30400,31400,34900,32900,38700,168300
3408,0.0,0.0,0.0123,0.1258,0.1687,0.092,0.0,0.0123,0.0,0.0521,0.0,0.0,0.0337,0.0,0.0153,0.0,0.0123,0.0,0.0,0.0,0.0,0.0307,0.0,0.0,0.0,0.0307,0.0859,0.0,0.0153,0.0491,0.0,0.1012,0.0,0.0,0.1135,0.0,0.0,0.0491,41500,44300,50700,50100,63400,250000
3409,0.0331,0.008,0.0,0.0192,0.1788,0.0264,0.0,0.0224,0.0,0.0,0.0,0.0054,0.0295,0.063,0.0049,0.139,0.0134,0.0259,0.0054,0.0009,0.0,0.0058,0.0,0.0,0.1243,0.0246,0.0787,0.0,0.0018,0.0174,0.0,0.0358,0.0322,0.0,0.021,0.0,0.0,0.0831,36700,37500,41400,41400,46400,203400
3410,0.0122,0.0025,0.0,0.0403,0.1801,0.0816,0.0011,0.0369,0.0,0.0,0.0194,0.0235,0.0376,0.0298,0.0081,0.0522,0.0131,0.0483,0.0,0.0192,0.0,0.0081,0.0,0.0,0.0872,0.0139,0.079,0.0,0.0025,0.0049,0.0,0.0614,0.0229,0.0,0.055,0.0,0.0,0.0592,40600,40900,46200,45500,51100,224300
3411,0.0,0.0,0.0,0.044000000000000004,0.0495,0.044000000000000004,0.0,0.0385,0.0,0.0989,0.0,0.0,0.022000000000000002,0.0,0.0,0.3571,0.033,0.033,0.0,0.0879,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,0.0055,0.011000000000000001,0.0,0.0495,0.0,0.0,0.011000000000000001,0.0549,0.0,0.0055,39000,37700,43400,40900,47100,208100
3413,0.0256,0.0,0.0,0.0837,0.0814,0.0,0.0,0.0209,0.0,0.0,0.006999999999999999,0.0,0.0558,0.0,0.0209,0.0186,0.0349,0.1093,0.0,0.0372,0.0,0.0163,0.0,0.0,0.2256,0.0326,0.0744,0.0,0.0,0.0209,0.0,0.1047,0.0,0.0,0.0093,0.0,0.0,0.0209,34600,34200,38400,38400,41400,187000
3414,0.099,0.0,0.0,0.0362,0.2,0.0247,0.0,0.025,0.0,0.0,0.0331,0.0123,0.0069,0.0035,0.0031,0.1048,0.0085,0.0667,0.0,0.0347,0.0,0.0039,0.0,0.0,0.131,0.0166,0.0659,0.0,0.0,0.0077,0.0,0.0663,0.0224,0.0,0.0104,0.0,0.0,0.0173,38200,38600,43100,42900,47700,210500
3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67500,84900,94300,91800,111500,450000
3419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71000,70900,76700,70800,76800,366200
3421,0.0645,0.0,0.0,0.0605,0.0962,0.0218,0.0,0.0089,0.0,0.0,0.0367,0.2282,0.0099,0.0129,0.0,0.0665,0.0119,0.0129,0.0,0.0,0.0,0.0069,0.0,0.0,0.0972,0.0337,0.0675,0.0,0.0,0.0308,0.0,0.0288,0.0089,0.0,0.0744,0.0,0.0,0.0208,39500,38300,44700,41000,49300,212800
3422,0.0924,0.01,0.0003,0.071,0.1622,0.0305,0.0,0.0243,0.0,0.0,0.0361,0.1545,0.0149,0.0078,0.0036,0.0611,0.0125,0.0034,0.0,0.0,0.0,0.008,0.0,0.0,0.1035,0.0264,0.0446,0.0,0.0022,0.021,0.0,0.0349,0.0,0.0,0.066,0.0,0.0072,0.0017,53600,52400,61600,59100,67800,294500
3423,0.0,0.0074,0.0,0.0401,0.1473,0.0333,0.0,0.0254,0.0,0.0,0.0,0.0517,0.0163,0.0,0.0185,0.4335,0.0088,0.0241,0.0,0.0409,0.0,0.0052,0.0,0.0,0.0189,0.0006,0.0297,0.0,0.0007,0.0085,0.0,0.0189,0.0279,0.0,0.019,0.0,0.0,0.0231,43700,43400,47800,48500,54000,237400
3424,0.0,0.0042,0.0078,0.08900000000000001,0.1892,0.10099999999999999,0.0002,0.0498,0.0,0.0,0.0,0.1099,0.0242,0.0305,0.0141,0.0656,0.015,0.0038,0.0,0.0119,0.0,0.0265,0.0,0.0,0.0443,0.0001,0.0165,0.0005,0.0059,0.0285,0.0,0.0318,0.0067,0.0,0.1003,0.0,0.0,0.0227,52200,55400,60200,61400,73900,303100
3425,0.0,0.0,0.0013,0.1341,0.2365,0.022000000000000002,0.0,0.1185,0.0,0.0,0.0,0.1241,0.0,0.0,0.0143,0.0811,0.0105,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,0.0338,0.0,0.0,0.0,0.0,0.0171,0.0,0.065,0.0107,0.0,0.0461,0.0,0.0,0.0752,47800,47800,54400,55800,61400,267200
3426,0.0,0.0,0.0012,0.0964,0.1548,0.0421,0.0,0.0183,0.0,0.0494,0.0,0.1092,0.018000000000000002,0.0,0.0119,0.1156,0.0134,0.0772,0.0,0.0,0.0,0.0125,0.0,0.0,0.0825,0.0041,0.0534,0.0,0.0023,0.0139,0.0,0.0618,0.0102,0.0,0.0192,0.0,0.0,0.0328,35300,35400,39300,41300,43300,194600
3427,0.0,0.0,0.0,0.0313,0.1698,0.0141,0.0,0.0276,0.0,0.0,0.0349,0.1006,0.0245,0.0,0.0037,0.2741,0.0178,0.0239,0.0,0.0,0.0,0.0061,0.0,0.0,0.1165,0.0,0.0503,0.0,0.0,0.0129,0.0,0.0589,0.0,0.0,0.0159,0.0,0.0,0.0172,42900,42700,47400,45700,50500,229200
3429,0.0107,0.0,0.0,0.047,0.2287,0.1531,0.0,0.0208,0.0,0.0465,0.0,0.0179,0.016,0.0,0.0039,0.1502,0.0068,0.0252,0.0,0.0233,0.0,0.0082,0.0,0.0,0.0107,0.0029,0.0063,0.0,0.0058,0.0179,0.0,0.0436,0.0107,0.0,0.1032,0.0005,0.0,0.0402,50300,47600,55300,55200,62600,271000
3430,0.0,0.0,0.0,0.1143,0.2476,0.0,0.0,0.0286,0.0,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905,0.0,0.2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0381,0.0,0.0286,0.0,0.0,0.0381,24600,23300,29900,27000,28000,132800
3432,0.0,0.0,0.0,0.0759,0.2152,0.0338,0.0,0.0211,0.0,0.1139,0.0,0.0042,0.0127,0.0,0.0042,0.1561,0.0127,0.0,0.0,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.1055,0.0,0.0,0.0169,0.0,0.0675,0.0,0.0,0.0675,0.0084,0.0127,0.0422,38600,39300,44900,44900,51100,218800
3433,0.0,0.0,0.0,0.0387,0.2196,0.0501,0.0,0.0341,0.0,0.0,0.0159,0.099,0.0193,0.0284,0.0057,0.0705,0.0137,0.0091,0.0,0.0091,0.0,0.0125,0.0,0.0,0.0671,0.0,0.0432,0.0,0.0,0.0216,0.0,0.1547,0.0171,0.0,0.057999999999999996,0.0,0.0,0.0125,44800,38400,50100,44800,52300,230400
3434,0.0,0.0164,0.0018,0.0738,0.2033,0.0444,0.0,0.053,0.0112,0.0596,0.0,0.0864,0.0258,0.0,0.0052,0.054000000000000006,0.0154,0.0458,0.0,0.044000000000000004,0.0,0.0116,0.0,0.0,0.0034,0.0056,0.0586,0.0,0.0018,0.0188,0.0,0.0792,0.0116,0.0,0.046,0.0,0.0,0.023,38800,39600,44800,45500,49600,218300
3435,0.0,0.0,0.0,0.0483,0.268,0.0708,0.0,0.0246,0.0,0.0,0.0903,0.0257,0.0175,0.0144,0.001,0.1458,0.0123,0.0524,0.0,0.0513,0.0,0.0041,0.0,0.0,0.0226,0.0,0.0216,0.0,0.0,0.0216,0.0,0.0257,0.038,0.0,0.0175,0.0,0.0072,0.0195,30300,30300,34600,35700,37600,168500
3436,0.0536,0.017,0.0,0.037000000000000005,0.1784,0.0755,0.0,0.0287,0.0,0.0,0.0,0.14,0.0216,0.0701,0.0063,0.006,0.0129,0.0,0.0,0.027000000000000003,0.0,0.0157,0.0,0.0,0.1049,0.0113,0.0628,0.0,0.0024,0.0189,0.0,0.0332,0.0056,0.0,0.046,0.0,0.0,0.0252,46800,46000,54500,51100,61600,260000
3437,0.0,0.0,0.0,0.0294,0.3102,0.0294,0.0,0.0508,0.0,0.0695,0.0,0.0,0.016,0.0,0.0053,0.0214,0.0214,0.0775,0.0187,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0374,0.0,0.008,0.0,0.0,0.0963,0.0,0.0,0.0642,0.0,0.0,0.0294,38200,38800,40800,40000,44400,202200
3438,0.0,0.0,0.0,0.0444,0.1068,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0088,0.0657,0.0,0.3349,0.0097,0.0167,0.0069,0.1059,0.0,0.0125,0.0,0.0,0.0911,0.0,0.0518,0.0009,0.0,0.0037,0.0,0.0361,0.0315,0.0,0.0282,0.0,0.0,0.0384,42800,44200,45900,47600,49100,229600
3439,0.0,0.0,0.0074,0.1527,0.2328,0.0652,0.0,0.0559,0.0,0.0,0.0,0.0559,0.054000000000000006,0.0,0.0317,0.0,0.0391,0.0,0.0,0.0,0.0,0.0372,0.0,0.0,0.0,0.0112,0.0,0.0,0.0093,0.040999999999999995,0.0,0.0428,0.0,0.0,0.1229,0.0,0.0,0.040999999999999995,48900,50100,58200,58200,68000,283400
3440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71100,92600,74700,102300,138400,479100
