,CIP01BACHL,CIP04BACHL,CIP05BACHL,CIP26BACHL,CIP52BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP46BACHL,CIP13BACHL,CIP15BACHL,CIP14BACHL,CIP23BACHL,CIP19BACHL,CIP16BACHL,CIP51BACHL,CIP54BACHL,CIP43BACHL,CIP22BACHL,CIP24BACHL,CIP25BACHL,CIP27BACHL,CIP47BACHL,CIP29BACHL,CIP30BACHL,CIP03BACHL,CIP31BACHL,CIP12BACHL,CIP38BACHL,CIP40BACHL,CIP48BACHL,CIP42BACHL,CIP44BACHL,CIP41BACHL,CIP45BACHL,CIP39BACHL,CIP49BACHL,CIP50BACHL,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,ADM_RATE,ADM_RATE_ALL,DEBT_MDN,C150_4,C150_4_POOLED,HI_INC_YR6_N,HI_INC_YR8_N,LO_INC_YR6_N,LO_INC_YR8_N,MD_INC_YR6_N,MD_INC_YR8_N,OVERALL_YR6_N,OVERALL_YR8_N,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,FEMALE_COMP_ORIG_YR6_RT,FEMALE_COMP_ORIG_YR8_RT,HI_INC_COMP_ORIG_YR4_RT,HI_INC_COMP_ORIG_YR6_RT,HI_INC_COMP_ORIG_YR8_RT,LO_INC_COMP_ORIG_YR4_RT,LO_INC_COMP_ORIG_YR6_RT,LO_INC_COMP_ORIG_YR8_RT,MALE_COMP_ORIG_YR6_RT,MALE_COMP_ORIG_YR8_RT,MD_INC_COMP_ORIG_YR4_RT,MD_INC_COMP_ORIG_YR6_RT,MD_INC_COMP_ORIG_YR8_RT,WDRAW_2YR_TRANS_YR4_RT,COMP_4YR_TRANS_YR4_RT,WDRAW_ORIG_YR2_RT,WDRAW_ORIG_YR4_RT,WDRAW_ORIG_YR8_RT,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,COUNT_NWNE_P10,COUNT_WNE_P10,AVGFACSAL,MENONLY,WOMENONLY,INEXPFTE,LOCALE,TUITFTE,PFTFAC,REGION,AGE_ENTRY,FAMINC,MD_FAMINC,MEDIAN_HH_INC,AGEGE24,DEPENDENT,FEMALE,MARRIED,PPTUG_EF,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_MEN,UGDS_NRA,UGDS_WHITE,UGDS_WOMEN
4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3667.0,0.5691,0.4961,,,1693.0,1237.0,,,1856.0,1342.0,0.48535564853600005,0.219288793103,0.266766020864,0.23175319789299997,0.270241850683,,,,0.478915662651,0.219137625517,0.25303152789,0.187855787476,0.25831202046,,,,0.08786610878699999,0.014644351464,0.245901639344,0.217573221757,0.061847988076999996,12617.0,7425.0,7425.0,550.0,905.0,2700.0,0.0,0.0,593.0,21.0,3381.0,0.0526,9.0,24.857806152,7753.167150300001,0.0,22631.74,0.4699999988079,0.5443993035,0.6796285548000001,0.0818340104,0.1374,0.0,0.0,1.0,0.2405,0.0,0.0,0.7595
4114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,24352.0,0.3929,0.5192,,10.0,15.0,13.0,,12.0,33.0,35.0,0.4,0.424242424242,0.6857142857140001,,,,,,,,,,,,,,,,,,,29412.0,20600.0,20600.0,,,,0.0,0.0,8578.0,12.0,20729.0,,8.0,20.698412698,65531.158729999996,49729.0,71291.8,0.10999999940395,,0.6349206349000001,,0.1529,0.1176,0.0588,0.0235,0.3059,0.0,0.6941,0.6941
4115,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0082,0.084,0.2421,0.0863,0.0,0.1114,0.0,0.0344,0.0,0.0712,0.0,0.0,0.0,0.1575,0.0,0.0,0.0,0.0111,0.0,0.0187,0.0,0.0,0.0362,0.0169,0.0,0.0,0.0268,0.0053,0.0,0.0467,0.0,0.0,0.0391,0.0,0.0,0.0041,0.7935,0.5198,12750.0,0.6227,0.6294,1717.0,1637.0,2554.0,2247.0,1916.0,1899.0,6187.0,5783.0,0.740225211135,0.760303862938,0.700328549196,0.770569153642,0.711430356027,0.7522935779819999,0.8072218986599999,0.7886377519850001,0.728264960482,0.727486296006,0.639964396974,0.747854077253,0.6865555986049999,0.745609633718,0.7620041753650001,0.695629278568,0.03331248045,0.029871754769999998,0.094678124529,0.109477635283,0.08231021960900001,22125.0,11138.0,36519.0,713.0,5881.0,10851.0,0.0,0.0,4963.0,21.0,3266.0,0.6459999999999999,8.0,22.528038636999998,60177.928091999995,39205.0,69752.4,0.28000000119209,0.744656113,0.5746355424,0.07494857349999999,0.1387,0.2909,0.0679,0.0999,0.5191,0.0901,0.3612,0.4809
4116,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0092,0.1791,0.0651,0.0,0.2074,0.0,0.0,0.0,0.0,0.0134,0.0,0.0014,0.0991,0.0198,0.0524,0.0205,0.0198,0.0,0.0085,0.0,0.0,0.0311,0.0439,0.0,0.0,0.0,0.0,0.0,0.0998,0.0361,0.0,0.0701,0.0,0.0,0.0,0.8556,0.5198,12750.0,0.5815,0.5827,1717.0,1637.0,2554.0,2247.0,1916.0,1899.0,6187.0,5783.0,0.740225211135,0.760303862938,0.700328549196,0.770569153642,0.711430356027,0.7522935779819999,0.8072218986599999,0.7886377519850001,0.728264960482,0.727486296006,0.639964396974,0.747854077253,0.6865555986049999,0.745609633718,0.7620041753650001,0.695629278568,0.03331248045,0.029871754769999998,0.094678124529,0.109477635283,0.08231021960900001,21570.0,11261.0,36642.0,713.0,5881.0,10141.0,0.0,0.0,5737.0,12.0,3776.0,0.7562,8.0,22.528038636999998,60177.928091999995,39205.0,69752.4,0.28000000119209,0.744656113,0.5746355424,0.07494857349999999,0.1163,0.1962,0.0945,0.1466,0.4896,0.0369,0.3962,0.5104
4136,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8033,0.0164,0.0,0.0328,0.0,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,,,18500.0,0.2,0.1626,6126.0,13310.0,92531.0,131388.0,25985.0,49682.0,124642.0,194380.0,0.211742385744,0.218730443992,0.215181603046,0.22175388214000002,0.222727341722,0.443358920679,0.449232778322,0.38369646881999997,0.160347742091,0.164301693487,0.16270131214400002,0.211910669975,0.19930371458700002,0.345632362747,0.35820665768700005,0.308824121412,0.074759178327,0.020666056849,0.489800804444,0.436460344886,0.387879411462,,,,15960.0,94724.0,,0.0,0.0,2972.0,21.0,10271.0,,7.0,32.048956014,25959.118161000002,18602.0,62086.89,0.86000001430511,0.0812747075,0.6972811618000001,0.2844372731,0.0,0.0,0.0,0.1296,0.6111,0.0,0.46299999999999997,0.3889
4175,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0345,0.2759,0.0,0.0,0.2241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1207,0.2586,0.0,0.0,0.0,0.0,0.0345,0.5075,0.5075,9500.0,0.5641,0.6028,11.0,10.0,,,,,22.0,20.0,0.607142857143,,,,,,,,,,,,,,,,,,0.22413793103399998,,,55241.0,39016.0,39016.0,,,5107.0,0.0,0.0,7537.0,22.0,27234.0,0.8889,5.0,22.205479452,82807.212329,44260.5,77814.48,0.38999998569488004,0.7465753425,0.4657534247,,0.0375,0.0375,0.1625,0.0825,0.6125,0.015,0.6575,0.3875
4179,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3676,0.0,0.0,0.1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13002.0,0.2338,0.2,,10.0,93.0,148.0,,55.0,137.0,213.0,0.231343283582,0.197080291971,0.225352112676,0.214285714286,0.275590551181,,,,0.185185185185,0.18279569892499997,0.21621621621599998,0.179104477612,0.151162790698,,,,,,0.478260869565,0.373134328358,0.342723004695,29855.0,15984.0,15984.0,50.0,175.0,2292.0,0.0,0.0,14072.0,11.0,27670.0,1.0,2.0,32.945945946,33723.797297000005,25639.0,78717.65,0.88999998569488,0.1756756757,0.5,0.2027027027,0.0,0.0,0.2206,0.0294,0.6324,0.6029,0.1471,0.3676
4184,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3004,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.4735,0.0,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1449,0.0,0.6935,0.6935,21813.0,0.5866,0.5449,33.0,45.0,309.0,297.0,131.0,122.0,473.0,464.0,0.362530413625,0.467230443975,0.487068965517,0.47191011236,0.46666666666699996,0.5714285714289999,,0.6,0.31654676259,0.411003236246,0.451178451178,0.46116504854400003,0.506276150628,0.41836734693899996,,0.532786885246,0.041362530414,0.043795620438,0.369477911647,0.340632603406,0.20905172413800002,32070.0,17600.0,17600.0,57.0,341.0,3543.0,0.0,0.0,5198.0,13.0,18949.0,0.2546,5.0,33.50527325,31493.812081,22435.0,60322.87,0.79000002145767,0.1265580058,0.552253116,0.3604985618,0.0,0.0135,0.1749,0.20199999999999999,0.5081,0.0005,0.4872,0.4919
4189,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8621,0.0,0.0,,,13301.0,0.1111,0.1818,13.0,,74.0,29.0,46.0,,133.0,62.0,0.179487179487,0.210526315789,0.274193548387,,,,,,,0.162162162162,,,,,,,,,0.418181818182,0.410256410256,0.354838709677,,6955.0,6955.0,70.0,208.0,5047.0,0.0,0.0,8100.0,11.0,12219.0,0.5,6.0,40.558558559,36651.918919,24969.5,62100.27,0.8700000047683699,0.0855855856,0.5495495495,0.4504504505,0.8909999999999999,0.0133,0.4814,0.2846,0.5,0.0,0.1596,0.5
4199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7039,0.7039,22205.0,0.3061,0.3525,20.0,25.0,46.0,31.0,26.0,28.0,92.0,84.0,0.23456790123500001,0.29347826086999995,0.297619047619,0.28,,,,,,,,0.309523809524,,,,0.357142857143,,,0.207792207792,0.38271604938299997,0.309523809524,38711.0,24450.0,24450.0,26.0,121.0,5812.0,0.0,0.0,24507.0,11.0,39941.0,0.2766,5.0,22.034482759,56032.844827999994,36917.0,61067.78,0.37999999523162,0.7844827585999999,0.6034482759,,0.1611,0.0278,0.1556,0.0722,0.3722,0.0,0.6556,0.6278
4206,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1724,0.0,0.1034,0.3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276,0.8,0.8,31659.0,0.303,0.2778,28.0,22.0,161.0,59.0,59.0,36.0,248.0,117.0,0.23076923076900002,0.342741935484,0.282051282051,0.325301204819,,,,,0.21359223301,0.335403726708,0.254237288136,0.351515151515,,,,,0.10650887574,,0.43529411764700005,0.313609467456,0.350427350427,28847.0,15588.0,15588.0,98.0,437.0,3843.0,0.0,0.0,5506.0,21.0,14343.0,0.2143,8.0,24.555555555999998,37233.358025,20000.0,62860.64,0.5,0.6172839506000001,0.2345679012,0.14814814810000002,0.1385,0.1462,0.0308,0.3615,0.7231,0.1538,0.0923,0.2769
4209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3896,0.3896,17000.0,0.9029,0.9202,14.0,17.0,15.0,13.0,24.0,21.0,53.0,51.0,,0.8113207547169999,0.529411764706,,,,,,,,,,,,,0.47619047618999993,,,,,,47368.0,33146.0,33146.0,,,11822.0,0.0,0.0,35179.0,21.0,6047.0,0.679,8.0,19.258064515999997,63539.978495,44001.0,79623.38,0.050000000745050004,,0.7419354839,,0.0,0.1332,0.035,0.1192,0.3435,0.4393,0.1893,0.6565
4217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,,,32875.0,0.8889,0.7857,22.0,20.0,94.0,91.0,35.0,34.0,151.0,145.0,0.215189873418,0.258278145695,0.372413793103,0.304347826087,0.434210526316,,0.5,,,0.18085106383000002,0.340659340659,0.21951219512200001,0.304347826087,,0.314285714286,,,,0.295081967213,0.341772151899,0.255172413793,30943.0,22613.0,22613.0,85.0,314.0,6000.0,0.0,0.0,5838.0,11.0,23972.0,1.0,6.0,23.594059406,39050.148515,28146.0,56683.5,0.47999998927116,0.6831683168000001,0.5445544554,0.099009901,0.0851,0.0213,0.0213,0.4894,0.4894,0.0,0.2128,0.5106
4225,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.0,0.0,0.0,,,15704.0,0.3333,0.2857,,,82.0,19.0,,,106.0,33.0,0.168,0.18867924528299998,,0.15873015873,,,,,,,,0.23255813953499999,,,,,0.128,,0.34285714285700003,0.312,,22027.0,14360.0,14360.0,,,,0.0,0.0,24666.0,13.0,53753.0,,5.0,29.15625,32715.322917,23993.0,69055.56,0.23999999463558,0.2604166667,0.5208333333,0.2916666667,0.0,0.0571,0.0857,0.2286,0.4571,0.0,0.4857,0.5429
4238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6031,0.0,0.0,0.0153,0.0,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2824,0.0,0.0,0.0,0.0,0.0,,,18500.0,0.2642,0.1955,6126.0,13310.0,92531.0,131388.0,25985.0,49682.0,124642.0,194380.0,0.211742385744,0.218730443992,0.215181603046,0.22175388214000002,0.222727341722,0.443358920679,0.449232778322,0.38369646881999997,0.160347742091,0.164301693487,0.16270131214400002,0.211910669975,0.19930371458700002,0.345632362747,0.35820665768700005,0.308824121412,0.074759178327,0.020666056849,0.489800804444,0.436460344886,0.387879411462,,,,15960.0,94724.0,,0.0,0.0,6719.0,11.0,12164.0,,6.0,32.048956014,25959.118161000002,18602.0,62086.89,0.86000001430511,0.0812747075,0.6972811618000001,0.2844372731,0.0,0.0119,0.0357,0.5595,0.3333,0.0357,0.0714,0.6667
4248,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0032,0.0868,0.22399999999999998,0.1072,0.0,0.0214,0.0,0.1415,0.0,0.0,0.0343,0.0075,0.0021,0.0054,0.0129,0.0171,0.0,0.0,0.0,0.015,0.0,0.0,0.0332,0.0054,0.0,0.0,0.0043,0.0311,0.0,0.1608,0.0086,0.0011,0.0568,0.0,0.0,0.0204,0.8241,0.8131,14271.0,0.7041,0.6402,3526.0,3226.0,5584.0,4828.0,4368.0,3976.0,13478.0,12030.0,0.544807771241,0.596008309838,0.567331670823,0.610873464882,0.579391891892,0.5853594771239999,0.64577424844,0.633911965282,0.5217938631,0.573244985673,0.5244407622199999,0.578719306692,0.553098948895,0.542812077512,0.584935897436,0.565392354125,0.07196606923,0.043234368587,0.176646057056,0.178546996853,0.130174563591,22594.0,9840.0,25576.0,1679.0,12854.0,10096.0,0.0,0.0,7646.0,11.0,10395.0,0.7739,6.0,24.747831100000003,56365.77632899999,35851.5,69074.33,0.25,0.5695695146,0.5568306611,0.15077970570000002,0.1158,0.0613,0.0512,0.358,0.3939,0.0422,0.4361,0.6061
4288,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0689,0.1545,0.0271,0.0,0.0814,0.0,0.0,0.0,0.0,0.0,0.0078,0.013000000000000001,0.0412,0.0,0.0,0.0,0.1336,0.0,0.0146,0.0,0.0,0.0418,0.0344,0.0992,0.0,0.0,0.0,0.0,0.1425,0.0694,0.0,0.036000000000000004,0.0,0.0,0.0344,0.5852,0.5852,11000.0,0.6044,0.603,339.0,322.0,617.0,483.0,390.0,360.0,1346.0,1165.0,0.555708390646,0.520059435364,0.42575107296099995,0.53355704698,0.430446194226,0.610465116279,0.551622418879,0.478260869565,0.5482014388490001,0.476499189627,0.39751552795,0.493362831858,0.416873449132,0.522891566265,0.561538461538,0.416666666667,0.090096286107,0.059147180193,0.107193229901,0.140990371389,0.139055793991,22141.0,7143.0,19023.0,155.0,1105.0,9509.0,0.0,0.0,8301.0,22.0,5237.0,0.4977,8.0,23.837155200999998,41631.880027,28759.0,70802.17,0.31999999284744,0.6390827517000001,0.6709870389,0.0844134264,0.0875,0.0543,0.0391,0.4822,0.376,0.0506,0.2481,0.624
4299,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4467,0.0,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.0,0.0,0.0,0.0,0.0,0.0,,,10225.0,,0.0,421.0,428.0,4161.0,1429.0,1263.0,879.0,5845.0,2736.0,0.136666666667,0.085885372113,0.10818713450300001,0.086934798901,0.121680049413,0.34736842105300003,0.251781472684,0.198598130841,0.077938808374,0.047584715213,0.070678796361,0.083604777416,0.08863025962400001,0.204098360656,0.1567695962,0.125142207053,0.059583333333,0.053541666667,0.36912193092,0.373958333333,0.375,20152.0,14579.0,14579.0,286.0,1429.0,6992.0,0.0,0.0,2889.0,11.0,16837.0,0.1355,4.0,35.575809891,42477.370874,31525.0,64334.8,0.95999997854232,0.029958363,0.7469279984,0.39575505229999997,0.8599,0.0182,0.1839,0.081,0.2405,0.0035,0.4434,0.7595
4315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2234,0.0,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0711,0.3832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352,0.879,15250.0,0.5553,0.5226,1561.0,1620.0,1685.0,1598.0,1513.0,1567.0,4759.0,4785.0,0.578983994433,0.529943265392,0.514524555904,0.572502685285,0.550540842969,0.68085106383,0.641896220372,0.5888888888889999,0.467678100264,0.42908011869400003,0.438047559449,0.469481180061,0.468631178707,0.594170403587,0.526768010575,0.5156349712830001,0.06518209232200001,0.038970076548,0.261691542289,0.197865924379,0.195820271682,45727.0,32441.0,32441.0,878.0,7945.0,8987.0,0.0,0.0,7078.0,21.0,15363.0,1.0,5.0,21.04166162,61769.140971,41456.0,68856.12,0.11999999731779,0.8589075936,0.6353397118,0.0268862783,0.0901,0.0076,0.3827,0.2513,0.3583,0.0871,0.1658,0.6417
4317,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4529,0.0118,0.0,0.0118,0.0,0.0,0.1412,0.0,0.0,0.0,0.0,0.0235,0.0,0.1647,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.7339,17750.0,0.5,0.2222,150.0,189.0,218.0,149.0,208.0,194.0,576.0,532.0,0.6262458471760001,0.510416666667,0.507518796992,0.561797752809,0.5297029702970001,0.694063926941,0.593333333333,0.5714285714289999,0.548780487805,0.422018348624,0.429530201342,0.46601941747599995,0.493939393939,0.616438356164,0.543269230769,0.5051546391749999,0.044850498339,0.064784053156,0.12205882352900001,0.11295681063100001,0.11654135338300001,26932.0,9576.0,9576.0,83.0,732.0,8488.0,0.0,0.0,3447.0,11.0,7095.0,0.4138,3.0,23.029746281999998,68261.493438,56102.0,60275.33,0.25999999046325,0.7620297463,0.3919510061,0.094488189,0.447,0.0166,0.0629,0.0596,0.3642,0.0099,0.8212,0.6358
